DH_Weight	CoarseDependency	DistanceWeight	Language	FileName
2.11736	iobj	1.99179	Afrikaans_2.8	2092906
0.52805	appos	-0.02709	Afrikaans_2.8	2092906
0.23298	csubj	0.02269	Afrikaans_2.8	2092906
-4.32202	nsubj	-1.15248	Afrikaans_2.8	2092906
-3.56312	aux	-5.28122	Afrikaans_2.8	2092906
1.12198	nummod	-1.11202	Afrikaans_2.8	2092906
0.0	punct	0.0	Afrikaans_2.8	2092906
1.87178	mark	-6.14916	Afrikaans_2.8	2506267
-4.59118	case	-0.66434	Afrikaans_2.8	2506267
6.26225	obl	4.06508	Afrikaans_2.8	2506267
10.05049	obj	-1.75931	Afrikaans_2.8	2506267
-3.77287	cc	-3.47612	Afrikaans_2.8	2506267
5.36246	ccomp	7.04656	Afrikaans_2.8	2506267
4.68918	xcomp	4.24828	Afrikaans_2.8	2506267
4.02798	advmod	-5.13348	Afrikaans_2.8	2506267
6.02404	dep	1.11663	Afrikaans_2.8	2506267
5.01372	det	-5.1714	Afrikaans_2.8	2506267
2.77233	flat	0.73923	Afrikaans_2.8	2506267
6.38633	nmod	3.93684	Afrikaans_2.8	2506267
6.28216	amod	0.77476	Afrikaans_2.8	2506267
6.13345	conj	7.08324	Afrikaans_2.8	2506267
-3.30027	compound	-1.82687	Afrikaans_2.8	2506267
4.68598	cop	-0.30392	Afrikaans_2.8	2506267
2.06265	iobj	0.91334	Afrikaans_2.8	2506267
-0.1149	appos	-0.1972	Afrikaans_2.8	2506267
-0.02581	csubj	0.00125	Afrikaans_2.8	2506267
-6.17065	nsubj	1.18993	Afrikaans_2.8	2506267
-3.96026	aux	-4.8742	Afrikaans_2.8	2506267
0.4487	nummod	-1.55892	Afrikaans_2.8	2506267
0.0	punct	0.0	Afrikaans_2.8	2506267
-4.00796	mark	-3.49843	Afrikaans_2.8	2709247
5.75219	case	-4.78235	Afrikaans_2.8	2709247
6.48473	obl	4.19941	Afrikaans_2.8	2709247
10.07403	obj	-1.61392	Afrikaans_2.8	2709247
-2.46691	cc	-4.74476	Afrikaans_2.8	2709247
5.74305	ccomp	6.58805	Afrikaans_2.8	2709247
4.52004	xcomp	4.25535	Afrikaans_2.8	2709247
2.99825	advmod	-6.14893	Afrikaans_2.8	2709247
6.2166	dep	1.46696	Afrikaans_2.8	2709247
-4.76755	det	-0.77814	Afrikaans_2.8	2709247
2.83235	flat	0.12591	Afrikaans_2.8	2709247
6.30906	nmod	4.07004	Afrikaans_2.8	2709247
6.079	amod	0.78595	Afrikaans_2.8	2709247
6.06724	conj	7.44864	Afrikaans_2.8	2709247
-3.0603	compound	-2.04224	Afrikaans_2.8	2709247
4.52757	cop	-0.23448	Afrikaans_2.8	2709247
2.26349	iobj	1.33291	Afrikaans_2.8	2709247
-0.13107	appos	-0.37708	Afrikaans_2.8	2709247
0.11234	csubj	-0.08881	Afrikaans_2.8	2709247
-6.35509	nsubj	1.66452	Afrikaans_2.8	2709247
-1.48966	aux	-5.42437	Afrikaans_2.8	2709247
-1.04779	nummod	-2.20404	Afrikaans_2.8	2709247
0.0	punct	0.0	Afrikaans_2.8	2709247
-2.42326	mark	-6.13111	Afrikaans_2.8	3134144
4.57431	case	-2.7894	Afrikaans_2.8	3134144
-6.24501	obl	4.60644	Afrikaans_2.8	3134144
-10.0547	obj	-1.31899	Afrikaans_2.8	3134144
4.56586	cc	-1.42455	Afrikaans_2.8	3134144
-5.5712	ccomp	6.90415	Afrikaans_2.8	3134144
-4.77223	xcomp	4.36145	Afrikaans_2.8	3134144
2.53638	advmod	-3.6013	Afrikaans_2.8	3134144
-5.98331	dep	0.67892	Afrikaans_2.8	3134144
-5.02421	det	-5.32886	Afrikaans_2.8	3134144
-2.60238	flat	0.51407	Afrikaans_2.8	3134144
-5.97043	nmod	3.85053	Afrikaans_2.8	3134144
-5.32202	amod	1.10413	Afrikaans_2.8	3134144
-6.06986	conj	7.50896	Afrikaans_2.8	3134144
3.00289	compound	-3.46056	Afrikaans_2.8	3134144
-4.0382	cop	-1.15003	Afrikaans_2.8	3134144
-1.77551	iobj	1.41577	Afrikaans_2.8	3134144
0.07605	appos	-0.15381	Afrikaans_2.8	3134144
0.0206	csubj	-0.01291	Afrikaans_2.8	3134144
6.10632	nsubj	1.06236	Afrikaans_2.8	3134144
-2.30799	aux	-6.06476	Afrikaans_2.8	3134144
-0.33848	nummod	-0.57034	Afrikaans_2.8	3134144
0.0	punct	0.0	Afrikaans_2.8	3134144
2.68386	mark	-3.5422	Afrikaans_2.8	5090080
-4.9058	case	-3.33941	Afrikaans_2.8	5090080
-5.4127	obl	4.66352	Afrikaans_2.8	5090080
-9.9573	obj	0.28241	Afrikaans_2.8	5090080
3.99375	cc	-3.95732	Afrikaans_2.8	5090080
-4.91914	ccomp	6.1776	Afrikaans_2.8	5090080
-3.73589	xcomp	3.42378	Afrikaans_2.8	5090080
0.11705	advmod	-4.8104	Afrikaans_2.8	5090080
5.78224	dep	1.68967	Afrikaans_2.8	5090080
-4.39068	det	-5.76123	Afrikaans_2.8	5090080
-2.40117	flat	0.13522	Afrikaans_2.8	5090080
-6.14567	nmod	2.36255	Afrikaans_2.8	5090080
5.84196	amod	3.67714	Afrikaans_2.8	5090080
-5.87268	conj	7.03253	Afrikaans_2.8	5090080
1.489	compound	-2.46768	Afrikaans_2.8	5090080
-2.66605	cop	-0.48485	Afrikaans_2.8	5090080
-1.67689	iobj	1.70285	Afrikaans_2.8	5090080
0.5295	appos	0.19973	Afrikaans_2.8	5090080
0.02702	csubj	-0.08708	Afrikaans_2.8	5090080
5.72048	nsubj	-1.09961	Afrikaans_2.8	5090080
-3.58423	aux	-5.39565	Afrikaans_2.8	5090080
2.24204	nummod	-0.40133	Afrikaans_2.8	5090080
0.0	punct	0.0	Afrikaans_2.8	5090080
2.23947	mark	-4.68664	Afrikaans_2.8	5118224
-4.19095	case	-2.09524	Afrikaans_2.8	5118224
5.65088	obl	4.231	Afrikaans_2.8	5118224
10.02188	obj	-1.86603	Afrikaans_2.8	5118224
-3.69983	cc	-2.91427	Afrikaans_2.8	5118224
5.33721	ccomp	6.70614	Afrikaans_2.8	5118224
4.57137	xcomp	4.60199	Afrikaans_2.8	5118224
4.07742	advmod	-6.06284	Afrikaans_2.8	5118224
6.20524	dep	1.4215	Afrikaans_2.8	5118224
4.63878	det	-3.75907	Afrikaans_2.8	5118224
2.78603	flat	0.60767	Afrikaans_2.8	5118224
5.93936	nmod	4.4615	Afrikaans_2.8	5118224
5.87226	amod	0.63114	Afrikaans_2.8	5118224
6.28235	conj	7.86578	Afrikaans_2.8	5118224
-2.70079	compound	-2.90329	Afrikaans_2.8	5118224
4.9836	cop	-0.33397	Afrikaans_2.8	5118224
2.03735	iobj	1.05629	Afrikaans_2.8	5118224
-0.05921	appos	-0.18668	Afrikaans_2.8	5118224
0.10624	csubj	-0.08172	Afrikaans_2.8	5118224
-5.92396	nsubj	0.80756	Afrikaans_2.8	5118224
-3.21155	aux	-5.56703	Afrikaans_2.8	5118224
-0.33592	nummod	-1.93352	Afrikaans_2.8	5118224
0.0	punct	0.0	Afrikaans_2.8	5118224
-0.70727	mark	-5.18605	Afrikaans_2.8	5562253
5.06093	case	-1.18652	Afrikaans_2.8	5562253
-6.07389	obl	4.22093	Afrikaans_2.8	5562253
-10.05898	obj	-1.79879	Afrikaans_2.8	5562253
3.22502	cc	-4.84889	Afrikaans_2.8	5562253
-5.2533	ccomp	6.5756	Afrikaans_2.8	5562253
-4.37944	xcomp	4.21403	Afrikaans_2.8	5562253
-3.47922	advmod	-5.63927	Afrikaans_2.8	5562253
-6.26422	dep	0.59704	Afrikaans_2.8	5562253
-4.93288	det	-3.99061	Afrikaans_2.8	5562253
-3.04109	flat	0.43543	Afrikaans_2.8	5562253
-5.99346	nmod	4.28502	Afrikaans_2.8	5562253
-5.88812	amod	1.32926	Afrikaans_2.8	5562253
-6.37085	conj	7.63838	Afrikaans_2.8	5562253
3.07786	compound	-2.607	Afrikaans_2.8	5562253
-4.51699	cop	-0.08706	Afrikaans_2.8	5562253
-2.18258	iobj	1.03317	Afrikaans_2.8	5562253
-0.20287	appos	-0.24037	Afrikaans_2.8	5562253
0.03121	csubj	-0.05721	Afrikaans_2.8	5562253
5.83539	nsubj	1.04987	Afrikaans_2.8	5562253
3.20896	aux	-3.91091	Afrikaans_2.8	5562253
1.31874	nummod	-1.82581	Afrikaans_2.8	5562253
0.0	punct	0.0	Afrikaans_2.8	5562253
0.96556	mark	-1.4362	Afrikaans_2.8	7657785
-0.39054	case	-1.94326	Afrikaans_2.8	7657785
-2.17293	obl	3.34256	Afrikaans_2.8	7657785
-10.00246	obj	0.01773	Afrikaans_2.8	7657785
0.54676	cc	-1.4475	Afrikaans_2.8	7657785
-1.62656	ccomp	2.32433	Afrikaans_2.8	7657785
-1.19282	xcomp	1.10534	Afrikaans_2.8	7657785
0.25074	advmod	-1.87995	Afrikaans_2.8	7657785
-2.36255	dep	0.35146	Afrikaans_2.8	7657785
0.17758	det	-2.18162	Afrikaans_2.8	7657785
-0.19971	flat	0.01538	Afrikaans_2.8	7657785
-2.94691	nmod	2.16424	Afrikaans_2.8	7657785
-1.88971	amod	1.01965	Afrikaans_2.8	7657785
-2.68024	conj	2.65031	Afrikaans_2.8	7657785
0.51488	compound	-0.48082	Afrikaans_2.8	7657785
-1.22532	cop	-0.01857	Afrikaans_2.8	7657785
0.02319	iobj	0.18398	Afrikaans_2.8	7657785
-0.02722	appos	0.00026	Afrikaans_2.8	7657785
-0.01306	csubj	-0.00394	Afrikaans_2.8	7657785
2.51851	nsubj	-0.53026	Afrikaans_2.8	7657785
0.00533	aux	-2.84864	Afrikaans_2.8	7657785
0.01588	nummod	-0.40439	Afrikaans_2.8	7657785
0.0	punct	0.0	Afrikaans_2.8	7657785
-4.07618	mark	-2.81559	Afrikaans_2.8	8946793
5.75131	case	-6.10403	Afrikaans_2.8	8946793
6.33193	obl	4.50021	Afrikaans_2.8	8946793
10.04589	obj	-1.96844	Afrikaans_2.8	8946793
-3.33893	cc	-4.05958	Afrikaans_2.8	8946793
5.50875	ccomp	6.05491	Afrikaans_2.8	8946793
4.53983	xcomp	4.52429	Afrikaans_2.8	8946793
3.7686	advmod	-5.41571	Afrikaans_2.8	8946793
6.34323	dep	0.98841	Afrikaans_2.8	8946793
-4.52166	det	-0.87753	Afrikaans_2.8	8946793
2.85251	flat	1.00901	Afrikaans_2.8	8946793
6.52868	nmod	3.88799	Afrikaans_2.8	8946793
6.00281	amod	0.24815	Afrikaans_2.8	8946793
6.45616	conj	7.63315	Afrikaans_2.8	8946793
-3.51677	compound	-1.83725	Afrikaans_2.8	8946793
4.85955	cop	-0.59087	Afrikaans_2.8	8946793
2.00974	iobj	1.01387	Afrikaans_2.8	8946793
-0.32571	appos	-0.16421	Afrikaans_2.8	8946793
0.05143	csubj	-0.00534	Afrikaans_2.8	8946793
-6.08073	nsubj	1.38703	Afrikaans_2.8	8946793
-3.37458	aux	-5.71222	Afrikaans_2.8	8946793
-0.56803	nummod	-1.69601	Afrikaans_2.8	8946793
0.0	punct	0.0	Afrikaans_2.8	8946793
-0.58284	mark	-1.51318	Afrikaans_2.8	9348246
-0.94994	case	-1.65815	Afrikaans_2.8	9348246
2.11709	obl	3.3014	Afrikaans_2.8	9348246
10.00798	obj	0.05792	Afrikaans_2.8	9348246
-0.25847	cc	-1.49562	Afrikaans_2.8	9348246
1.84389	ccomp	2.41652	Afrikaans_2.8	9348246
1.10397	xcomp	1.22757	Afrikaans_2.8	9348246
-0.00011	advmod	-1.81712	Afrikaans_2.8	9348246
2.89867	dep	0.27731	Afrikaans_2.8	9348246
0.7001	det	-2.30797	Afrikaans_2.8	9348246
0.21724	flat	0.0038	Afrikaans_2.8	9348246
3.0123	nmod	2.35046	Afrikaans_2.8	9348246
2.49992	amod	0.92383	Afrikaans_2.8	9348246
2.55645	conj	2.89167	Afrikaans_2.8	9348246
-0.49292	compound	-0.70873	Afrikaans_2.8	9348246
1.04567	cop	-0.1599	Afrikaans_2.8	9348246
0.04774	iobj	0.16692	Afrikaans_2.8	9348246
-0.03612	appos	-0.08918	Afrikaans_2.8	9348246
-0.00898	csubj	0.01017	Afrikaans_2.8	9348246
-2.07765	nsubj	-0.78274	Afrikaans_2.8	9348246
-0.49489	aux	-2.85572	Afrikaans_2.8	9348246
-0.09525	nummod	-0.23914	Afrikaans_2.8	9348246
0.0	punct	0.0	Afrikaans_2.8	9348246
-4.45793	mark	-2.40544	Afrikaans_2.8	9439872
5.51817	case	-5.31883	Afrikaans_2.8	9439872
5.95519	obl	4.81347	Afrikaans_2.8	9439872
9.97483	obj	-1.52801	Afrikaans_2.8	9439872
-3.84441	cc	-2.12806	Afrikaans_2.8	9439872
5.25197	ccomp	7.09236	Afrikaans_2.8	9439872
4.58391	xcomp	3.74994	Afrikaans_2.8	9439872
3.00546	advmod	-5.10704	Afrikaans_2.8	9439872
6.23515	dep	0.74968	Afrikaans_2.8	9439872
-4.99683	det	-4.89238	Afrikaans_2.8	9439872
-0.3229	flat	0.37376	Afrikaans_2.8	9439872
6.42228	nmod	4.21115	Afrikaans_2.8	9439872
6.50277	amod	0.66361	Afrikaans_2.8	9439872
6.33746	conj	7.45889	Afrikaans_2.8	9439872
-3.07165	compound	-2.60661	Afrikaans_2.8	9439872
4.86495	cop	0.11698	Afrikaans_2.8	9439872
2.37639	iobj	0.77685	Afrikaans_2.8	9439872
0.1839	appos	-0.06468	Afrikaans_2.8	9439872
-0.10699	csubj	-0.06259	Afrikaans_2.8	9439872
-6.35351	nsubj	1.29107	Afrikaans_2.8	9439872
-2.12497	aux	-5.96519	Afrikaans_2.8	9439872
1.08706	nummod	-1.21854	Afrikaans_2.8	9439872
0.0	punct	0.0	Afrikaans_2.8	9439872
-1.76114	mark	-4.89047	Afrikaans_2.8	9497876
5.25294	case	-1.06875	Afrikaans_2.8	9497876
1.60781	obl	4.20147	Afrikaans_2.8	9497876
-10.07588	obj	1.40432	Afrikaans_2.8	9497876
3.67398	cc	-3.30745	Afrikaans_2.8	9497876
-4.12673	ccomp	6.09164	Afrikaans_2.8	9497876
0.36398	xcomp	2.69927	Afrikaans_2.8	9497876
2.32253	advmod	-3.3734	Afrikaans_2.8	9497876
5.7627	dep	1.04019	Afrikaans_2.8	9497876
-5.61448	det	-5.14909	Afrikaans_2.8	9497876
-2.11309	flat	0.16734	Afrikaans_2.8	9497876
-6.13126	nmod	2.26992	Afrikaans_2.8	9497876
5.57499	amod	6.14922	Afrikaans_2.8	9497876
-5.84167	conj	5.71898	Afrikaans_2.8	9497876
1.92699	compound	-2.60015	Afrikaans_2.8	9497876
4.20296	cop	-0.0348	Afrikaans_2.8	9497876
0.78198	iobj	1.04807	Afrikaans_2.8	9497876
-0.17143	appos	0.15189	Afrikaans_2.8	9497876
-0.11378	csubj	-0.02112	Afrikaans_2.8	9497876
-5.8774	nsubj	-2.22062	Afrikaans_2.8	9497876
2.64231	aux	-6.679	Afrikaans_2.8	9497876
-2.39969	nummod	-1.5972	Afrikaans_2.8	9497876
0.0	punct	0.0	Afrikaans_2.8	9497876
4.62953	mark	-2.31407	Afrikaans_2.8	9896022
-4.92726	case	-4.76087	Afrikaans_2.8	9896022
-6.08876	obl	4.38618	Afrikaans_2.8	9896022
-9.99064	obj	-1.6572	Afrikaans_2.8	9896022
3.26748	cc	-3.67222	Afrikaans_2.8	9896022
-5.51025	ccomp	6.64104	Afrikaans_2.8	9896022
-4.81971	xcomp	4.36461	Afrikaans_2.8	9896022
-2.88594	advmod	-5.43177	Afrikaans_2.8	9896022
-6.292	dep	2.38065	Afrikaans_2.8	9896022
5.16461	det	-5.32755	Afrikaans_2.8	9896022
-2.9209	flat	0.74536	Afrikaans_2.8	9896022
-6.66802	nmod	4.10962	Afrikaans_2.8	9896022
-5.98962	amod	0.5179	Afrikaans_2.8	9896022
-6.36858	conj	7.80452	Afrikaans_2.8	9896022
2.78152	compound	-2.46278	Afrikaans_2.8	9896022
-4.48102	cop	-0.14058	Afrikaans_2.8	9896022
-2.39787	iobj	0.99331	Afrikaans_2.8	9896022
-0.45605	appos	-0.33525	Afrikaans_2.8	9896022
0.11245	csubj	-0.06013	Afrikaans_2.8	9896022
6.00308	nsubj	1.30714	Afrikaans_2.8	9896022
2.41508	aux	-5.41109	Afrikaans_2.8	9896022
1.50399	nummod	-1.67656	Afrikaans_2.8	9896022
0.0	punct	0.0	Afrikaans_2.8	9896022
4.10826	mark	-3.29025	Afrikaans_2.8	9939104
-5.05316	case	-6.86819	Afrikaans_2.8	9939104
-6.14715	obl	4.10852	Afrikaans_2.8	9939104
-9.9682	obj	-1.72119	Afrikaans_2.8	9939104
3.44777	cc	-2.96817	Afrikaans_2.8	9939104
-5.7694	ccomp	6.47294	Afrikaans_2.8	9939104
-4.61966	xcomp	4.28274	Afrikaans_2.8	9939104
4.43056	advmod	-2.3448	Afrikaans_2.8	9939104
-6.24889	dep	2.02697	Afrikaans_2.8	9939104
4.99887	det	-1.59276	Afrikaans_2.8	9939104
-2.43347	flat	0.3255	Afrikaans_2.8	9939104
-6.84174	nmod	3.55545	Afrikaans_2.8	9939104
-5.71653	amod	1.16252	Afrikaans_2.8	9939104
-6.29059	conj	7.50653	Afrikaans_2.8	9939104
3.56209	compound	-1.00987	Afrikaans_2.8	9939104
3.32461	cop	1.56313	Afrikaans_2.8	9939104
-2.17863	iobj	1.01163	Afrikaans_2.8	9939104
0.09856	appos	-0.62397	Afrikaans_2.8	9939104
0.04819	csubj	-0.01679	Afrikaans_2.8	9939104
-5.22774	nsubj	-5.32835	Afrikaans_2.8	9939104
5.26104	aux	-5.40346	Afrikaans_2.8	9939104
-1.69007	nummod	-0.84776	Afrikaans_2.8	9939104
0.0	punct	0.0	Afrikaans_2.8	9939104
2.13313	mark	-3.87558	Afrikaans_2.8	1931383
-4.65222	case	-3.23314	Afrikaans_2.8	1931383
6.06073	obl	5.1398	Afrikaans_2.8	1931383
9.99733	obj	0.76896	Afrikaans_2.8	1931383
-3.94455	cc	-4.78329	Afrikaans_2.8	1931383
5.40338	ccomp	6.60547	Afrikaans_2.8	1931383
4.8169	xcomp	3.0389	Afrikaans_2.8	1931383
2.90693	advmod	-5.58993	Afrikaans_2.8	1931383
5.40796	dep	5.70359	Afrikaans_2.8	1931383
4.50519	det	-5.8599	Afrikaans_2.8	1931383
-0.32138	fixed	0.0	Afrikaans_2.8	1931383
3.04878	flat	0.18378	Afrikaans_2.8	1931383
6.57133	nmod	2.4824	Afrikaans_2.8	1931383
4.31235	amod	-2.04679	Afrikaans_2.8	1931383
5.85296	conj	7.27779	Afrikaans_2.8	1931383
-3.07075	compound	-1.00101	Afrikaans_2.8	1931383
-1.52946	cop	-2.61851	Afrikaans_2.8	1931383
1.92106	iobj	1.80212	Afrikaans_2.8	1931383
-0.62018	appos	-0.73145	Afrikaans_2.8	1931383
0.19676	csubj	-0.12026	Afrikaans_2.8	1931383
-5.83637	nsubj	1.45934	Afrikaans_2.8	1931383
-3.21402	aux	-4.22596	Afrikaans_2.8	1931383
0.41717	nummod	-0.37591	Afrikaans_2.8	1931383
0.0	punct	0.0	Afrikaans_2.8	1931383
3.2009	mark	-3.01564	Afrikaans_2.8	2890120
-5.5366	case	-5.46024	Afrikaans_2.8	2890120
-5.83016	obl	3.72909	Afrikaans_2.8	2890120
-9.99923	obj	-0.72838	Afrikaans_2.8	2890120
4.38047	cc	-2.75345	Afrikaans_2.8	2890120
-5.18484	ccomp	5.82097	Afrikaans_2.8	2890120
-5.06207	xcomp	3.20069	Afrikaans_2.8	2890120
0.90161	advmod	-4.14593	Afrikaans_2.8	2890120
-4.62135	dep	5.79614	Afrikaans_2.8	2890120
-2.92839	det	-5.18048	Afrikaans_2.8	2890120
0.12207	fixed	0.0	Afrikaans_2.8	2890120
-2.30009	flat	0.242	Afrikaans_2.8	2890120
-6.35905	nmod	1.67894	Afrikaans_2.8	2890120
4.17692	amod	-1.3875	Afrikaans_2.8	2890120
-6.57332	conj	7.64161	Afrikaans_2.8	2890120
2.61554	compound	-0.88472	Afrikaans_2.8	2890120
-2.90176	cop	-2.13985	Afrikaans_2.8	2890120
-2.25553	iobj	1.03657	Afrikaans_2.8	2890120
-0.24074	appos	0.25151	Afrikaans_2.8	2890120
-0.01252	csubj	-0.0141	Afrikaans_2.8	2890120
6.01992	nsubj	2.64572	Afrikaans_2.8	2890120
-3.53777	aux	-6.33585	Afrikaans_2.8	2890120
0.62383	nummod	0.00331	Afrikaans_2.8	2890120
0.0	punct	0.0	Afrikaans_2.8	2890120
0.76147	mark	-1.44722	Afrikaans_2.8	2893922
0.25348	case	-2.21936	Afrikaans_2.8	2893922
-1.78548	obl	3.43181	Afrikaans_2.8	2893922
-10.00933	obj	0.76634	Afrikaans_2.8	2893922
0.05681	cc	-1.41971	Afrikaans_2.8	2893922
-1.44619	ccomp	2.36215	Afrikaans_2.8	2893922
-1.0717	xcomp	1.263	Afrikaans_2.8	2893922
-0.06781	advmod	-2.09833	Afrikaans_2.8	2893922
-0.39075	dep	2.84744	Afrikaans_2.8	2893922
-0.62297	det	-2.03984	Afrikaans_2.8	2893922
-0.00498	fixed	0.0	Afrikaans_2.8	2893922
-0.22842	flat	0.04988	Afrikaans_2.8	2893922
-3.0354	nmod	1.83885	Afrikaans_2.8	2893922
-0.59617	amod	-0.99428	Afrikaans_2.8	2893922
-2.32131	conj	2.60974	Afrikaans_2.8	2893922
0.2773	compound	-0.55423	Afrikaans_2.8	2893922
-0.24204	cop	-1.47115	Afrikaans_2.8	2893922
-0.01108	iobj	0.19173	Afrikaans_2.8	2893922
0.05021	appos	-0.0329	Afrikaans_2.8	2893922
0.00913	csubj	-0.00979	Afrikaans_2.8	2893922
2.07404	nsubj	-0.21943	Afrikaans_2.8	2893922
0.15261	aux	-2.84617	Afrikaans_2.8	2893922
-0.03723	nummod	-0.00849	Afrikaans_2.8	2893922
0.0	punct	0.0	Afrikaans_2.8	2893922
-0.68401	mark	-1.33544	Afrikaans_2.8	2936848
-1.59467	case	-2.00483	Afrikaans_2.8	2936848
0.88864	obl	3.41656	Afrikaans_2.8	2936848
10.00567	obj	0.91708	Afrikaans_2.8	2936848
0.06459	cc	-1.45009	Afrikaans_2.8	2936848
0.86699	ccomp	2.17342	Afrikaans_2.8	2936848
0.81691	xcomp	1.11507	Afrikaans_2.8	2936848
-0.16081	advmod	-1.59541	Afrikaans_2.8	2936848
0.39398	dep	2.85158	Afrikaans_2.8	2936848
1.21841	det	-1.96988	Afrikaans_2.8	2936848
-0.0469	fixed	0.0	Afrikaans_2.8	2936848
0.12638	flat	0.07517	Afrikaans_2.8	2936848
2.65386	nmod	1.6897	Afrikaans_2.8	2936848
0.95362	amod	-1.33248	Afrikaans_2.8	2936848
1.94726	conj	2.75488	Afrikaans_2.8	2936848
-0.41334	compound	-0.78736	Afrikaans_2.8	2936848
0.36878	cop	-1.45212	Afrikaans_2.8	2936848
-0.04712	iobj	0.23634	Afrikaans_2.8	2936848
0.01373	appos	-0.04953	Afrikaans_2.8	2936848
0.00569	csubj	-0.00682	Afrikaans_2.8	2936848
-1.66241	nsubj	-0.19649	Afrikaans_2.8	2936848
-0.02255	aux	-2.8983	Afrikaans_2.8	2936848
-0.02287	nummod	-0.15096	Afrikaans_2.8	2936848
0.0	punct	0.0	Afrikaans_2.8	2936848
2.25243	mark	-5.24099	Afrikaans_2.8	319331
-5.07027	case	-1.21133	Afrikaans_2.8	319331
5.94309	obl	4.00443	Afrikaans_2.8	319331
9.98634	obj	-0.07623	Afrikaans_2.8	319331
-2.92709	cc	-2.43696	Afrikaans_2.8	319331
5.51556	ccomp	6.17268	Afrikaans_2.8	319331
4.89873	xcomp	2.95441	Afrikaans_2.8	319331
3.69373	advmod	-5.31046	Afrikaans_2.8	319331
5.08611	dep	5.80228	Afrikaans_2.8	319331
4.22856	det	-6.75124	Afrikaans_2.8	319331
-0.03223	fixed	0.0	Afrikaans_2.8	319331
1.86587	flat	0.44732	Afrikaans_2.8	319331
6.27875	nmod	1.80396	Afrikaans_2.8	319331
5.60653	amod	-2.3642	Afrikaans_2.8	319331
6.08936	conj	7.5314	Afrikaans_2.8	319331
-3.1447	compound	-2.36146	Afrikaans_2.8	319331
-3.38688	cop	-1.43729	Afrikaans_2.8	319331
2.18631	iobj	1.49633	Afrikaans_2.8	319331
-0.22476	appos	-0.2189	Afrikaans_2.8	319331
-0.22506	csubj	0.07084	Afrikaans_2.8	319331
-5.30713	nsubj	2.10113	Afrikaans_2.8	319331
-4.78158	aux	-4.88536	Afrikaans_2.8	319331
-0.51849	nummod	-0.0899	Afrikaans_2.8	319331
0.0	punct	0.0	Afrikaans_2.8	319331
-4.23242	mark	-2.88496	Afrikaans_2.8	5147187
5.00752	case	-5.86598	Afrikaans_2.8	5147187
6.35652	obl	3.94305	Afrikaans_2.8	5147187
10.01912	obj	-0.47826	Afrikaans_2.8	5147187
-3.49982	cc	-1.77867	Afrikaans_2.8	5147187
5.43878	ccomp	6.47682	Afrikaans_2.8	5147187
4.64844	xcomp	2.86035	Afrikaans_2.8	5147187
3.30577	advmod	-6.68351	Afrikaans_2.8	5147187
4.62188	dep	5.60126	Afrikaans_2.8	5147187
-4.79866	det	-1.95019	Afrikaans_2.8	5147187
0.19286	fixed	0.0	Afrikaans_2.8	5147187
2.31442	flat	0.18339	Afrikaans_2.8	5147187
