language	ID	basic	np	Dist_D	Dist_N	Dist_A
Bulgarian_2.8	9152840	SOV	NDA_	2	3	1
Bulgarian_2.8	938340	SOV	NAD_	1	3	2
Bulgarian_2.8	9604695	SOV	NDA_	2	3	1
Bulgarian_2.8	4021985	SOV	NA_D	1	2	1
Bulgarian_2.8	374597	SOV	NDA_	2	3	1
Bulgarian_2.8	2537901	SOV	AN_D	1	1	2
Bulgarian_2.8	1081214	SOV	DA_N	2	1	1
Bulgarian_2.8	1516573	SOV	NA_D	1	2	1
Bulgarian_2.8	1818556	SOV	DA_N	2	1	1
Bulgarian_2.8	2911914	SOV	NA_D	1	2	1
Bulgarian_2.8	3396228	SVO	NA_D	1	2	1
Bulgarian_2.8	4140888	SOV	AN_D	1	1	2
Bulgarian_2.8	5032812	SOV	AD_N	1	1	2
Bulgarian_2.8	5262974	SVO	AN_D	1	1	2
Bulgarian_2.8	6025447	SOV	DA_N	2	1	1
Bulgarian_2.8	669866	SOV	DA_N	2	1	1
Bulgarian_2.8	6707559	SOV	AN_D	1	1	2
Bulgarian_2.8	8937703	SOV	DA_N	2	1	1
Bulgarian_2.8	9312164	SOV	AN_D	1	1	2
Bulgarian_2.8	9382053	SOV	NA_D	1	2	1
Buryat_2.8	1309749	SOV	DA_N	2	1	1
Buryat_2.8	4107770	SOV	NDA_	2	3	1
Buryat_2.8	5402396	SOV	DAN_	3	1	2
Buryat_2.8	2146671	SOV	NDA_	2	3	1
Buryat_2.8	4890962	SOV	NDA_	2	3	1
Buryat_2.8	1324877	SVO	NAD_	1	3	2
Buryat_2.8	2811522	SOV	DNA_	3	2	1
Buryat_2.8	2998676	SOV	NDA_	2	3	1
Buryat_2.8	3045690	SVO	NAD_	1	3	2
Buryat_2.8	3718572	SOV	DA_N	2	1	1
Buryat_2.8	5266532	SOV	A_DN	1	2	1
Buryat_2.8	624829	SVO	NDA_	2	3	1
Buryat_2.8	64624	SOV	DNA_	3	2	1
Buryat_2.8	6550325	SOV	AN_D	1	1	2
Buryat_2.8	7931757	SOV	DNA_	3	2	1
Buryat_2.8	83210	SOV	A_DN	1	2	1
Buryat_2.8	8726543	SVO	NDA_	2	3	1
Buryat_2.8	8975596	SOV	A_DN	1	2	1
Cantonese_2.8	3827064	SOV	DNA_	3	2	1
Cantonese_2.8	5629967	SOV	NA_D	1	2	1
Cantonese_2.8	6153523	SOV	ADN_	2	1	3
Cantonese_2.8	3528255	SOV	ADN_	2	1	3
Cantonese_2.8	3931732	SOV	DNA_	3	2	1
Cantonese_2.8	3964288	SVO	ADN_	2	1	3
Cantonese_2.8	4719632	SVO	DNA_	3	2	1
Cantonese_2.8	6416402	SOV	NDA_	2	3	1
Cantonese_2.8	7841013	SOV	DNA_	3	2	1
Cantonese_2.8	8046057	SOV	NA_D	1	2	1
Cantonese_2.8	9037550	SOV	ADN_	2	1	3
Cantonese_2.8	930877	SOV	ADN_	2	1	3
Cantonese_2.8	9596656	SOV	NA_D	1	2	1
Catalan_2.8	1747154	SOV	A_DN	1	2	1
Catalan_2.8	1880958	SOV	NA_D	1	2	1
Catalan_2.8	2088999	SOV	A_ND	2	1	1
Catalan_2.8	2731079	SOV	A_DN	1	2	1
Catalan_2.8	4134203	SOV	A_DN	1	2	1
Catalan_2.8	5551909	SOV	A_DN	1	2	1
Catalan_2.8	649057	SOV	A_DN	1	2	1
Catalan_2.8	6720536	SOV	A_DN	1	2	1
Catalan_2.8	9972946	SOV	A_DN	1	2	1
Catalan_2.8	7879741	SOV	NA_D	1	2	1
Catalan_2.8	2452837	SOV	A_DN	1	2	1
Catalan_2.8	7292226	SOV	A_DN	1	2	1
Catalan_2.8	3262865	SOV	A_DN	1	2	1
Catalan_2.8	1651985	SOV	A_DN	1	2	1
Catalan_2.8	190872	SOV	NA_D	1	2	1
Catalan_2.8	3035663	OSV	A_DN	1	2	1
Catalan_2.8	3945042	SOV	A_DN	1	2	1
Catalan_2.8	4055346	SOV	NA_D	1	2	1
Catalan_2.8	5340684	SOV	A_DN	1	2	1
Catalan_2.8	5514182	SOV	A_DN	1	2	1
Catalan_2.8	5840930	SOV	A_DN	1	2	1
Catalan_2.8	7003377	SOV	NA_D	1	2	1
Catalan_2.8	7349434	SOV	A_DN	1	2	1
Catalan_2.8	7444105	SOV	A_DN	1	2	1
Catalan_2.8	870137	SOV	NA_D	1	2	1
Catalan_2.8	9287108	OSV	A_DN	1	2	1
Chinese_2.8	1706793	SOV	DNA_	3	2	1
Chinese_2.8	2679406	SOV	A_ND	2	1	1
Chinese_2.8	4681501	SOV	DA_N	2	1	1
Chinese_2.8	591796	SOV	A_ND	2	1	1
Chinese_2.8	6501796	SOV	A_ND	2	1	1
Chinese_2.8	6787793	SOV	A_ND	2	1	1
Chinese_2.8	6819361	SOV	A_ND	2	1	1
Chinese_2.8	9135485	SOV	DAN_	3	1	2
Chinese_2.8	6246569	SOV	A_ND	2	1	1
Chinese_2.8	2626086	SOV	DA_N	2	1	1
Chinese_2.8	1407160	SOV	ADN_	2	1	3
Chinese_2.8	2880492	SOV	NA_D	1	2	1
Chinese_2.8	3441347	SOV	A_ND	2	1	1
Chinese_2.8	542456	SOV	AN_D	1	1	2
Chinese_2.8	5733241	SOV	A_ND	2	1	1
Chinese_2.8	6031227	SOV	AN_D	1	1	2
Chinese_2.8	7665132	SOV	AN_D	1	1	2
Chinese_2.8	770672	SOV	AN_D	1	1	2
Chinese_2.8	8193467	SOV	DA_N	2	1	1
Chinese_2.8	9650796	SOV	DA_N	2	1	1
Chinese_2.8	9876771	SOV	AN_D	1	1	2
Chinese_2.8	9943591	SOV	AD_N	1	1	2
Classical_Chinese_2.8	1077938	SOV	A_ND	2	1	1
Classical_Chinese_2.8	3141277	SOV	A_ND	2	1	1
Classical_Chinese_2.8	3616117	SOV	A_ND	2	1	1
Classical_Chinese_2.8	3648744	SOV	A_ND	2	1	1
Classical_Chinese_2.8	5265677	SOV	DAN_	3	1	2
Classical_Chinese_2.8	8934930	SOV	DAN_	3	1	2
Classical_Chinese_2.8	9223589	SOV	A_ND	2	1	1
Classical_Chinese_2.8	9816734	SOV	A_ND	2	1	1
Classical_Chinese_2.8	2107138	SOV	DAN_	3	1	2
Classical_Chinese_2.8	4550783	SOV	DA_N	2	1	1
Classical_Chinese_2.8	536310	SOV	AN_D	1	1	2
Classical_Chinese_2.8	754032	SOV	DAN_	3	1	2
Classical_Chinese_2.8	8873738	SOV	A_ND	2	1	1
Classical_Chinese_2.8	9608274	SOV	NA_D	1	2	1
Classical_Chinese_2.8	4959157	SOV	AN_D	1	1	2
Classical_Chinese_2.8	3009843	SOV	DAN_	3	1	2
Classical_Chinese_2.8	3176931	SOV	DAN_	3	1	2
Classical_Chinese_2.8	7423619	SOV	A_ND	2	1	1
Classical_Chinese_2.8	7428617	SOV	DA_N	2	1	1
Classical_Chinese_2.8	2003515	SOV	A_DN	1	2	1
Classical_Chinese_2.8	3199978	SOV	DA_N	2	1	1
Classical_Chinese_2.8	3241353	SOV	DA_N	2	1	1
Classical_Chinese_2.8	3259178	SOV	A_ND	2	1	1
Classical_Chinese_2.8	3530255	SOV	DA_N	2	1	1
Classical_Chinese_2.8	4882374	SOV	DNA_	3	2	1
Classical_Chinese_2.8	5545794	SOV	DNA_	3	2	1
Classical_Chinese_2.8	6100349	SOV	DNA_	3	2	1
Classical_Chinese_2.8	8033296	SOV	DNA_	3	2	1
Classical_Chinese_2.8	867817	SOV	A_DN	1	2	1
Classical_Chinese_2.8	934818	SOV	DA_N	2	1	1
Coptic_2.8	1164764	SOV	AN_D	1	1	2
Coptic_2.8	4935038	SOV	AN_D	1	1	2
Coptic_2.8	6875983	SVO	NA_D	1	2	1
Coptic_2.8	8597587	SVO	NA_D	1	2	1
Coptic_2.8	2348322	SVO	AD_N	1	1	2
Coptic_2.8	3105438	SVO	NAD_	1	3	2
Coptic_2.8	979962	SVO	AD_N	1	1	2
Coptic_2.8	727400	SVO	NA_D	1	2	1
Coptic_2.8	1638372	SOV	A_DN	1	2	1
Coptic_2.8	4164999	SVO	AD_N	1	1	2
Coptic_2.8	9736835	SOV	AD_N	1	1	2
Coptic_2.8	1036987	SVO	DA_N	2	1	1
Coptic_2.8	3221863	SOV	DA_N	2	1	1
Coptic_2.8	4306215	SVO	NDA_	2	3	1
Coptic_2.8	449868	SVO	DA_N	2	1	1
Coptic_2.8	4556810	OSV	ADN_	2	1	3
Coptic_2.8	4688057	SVO	NA_D	1	2	1
Coptic_2.8	5691035	SVO	DAN_	3	1	2
Coptic_2.8	703640	SVO	DNA_	3	2	1
Coptic_2.8	7453249	SVO	NA_D	1	2	1
Coptic_2.8	800580	SVO	NA_D	1	2	1
Coptic_2.8	9679747	SOV	NDA_	2	3	1
Coptic_2.8	9853971	SVO	DA_N	2	1	1
Croatian_2.8	209488	OSV	NAD_	1	3	2
Croatian_2.8	3858845	SOV	DNA_	3	2	1
Croatian_2.8	4412712	OSV	DNA_	3	2	1
Croatian_2.8	683361	SOV	A_ND	2	1	1
Croatian_2.8	7896839	SOV	NA_D	1	2	1
Croatian_2.8	2192206	SOV	NDA_	2	3	1
Croatian_2.8	2247836	SOV	NDA_	2	3	1
Croatian_2.8	5845120	OSV	AD_N	1	1	2
Croatian_2.8	1920008	SVO	DA_N	2	1	1
Croatian_2.8	1936869	SVO	AD_N	1	1	2
Croatian_2.8	2854210	SVO	DA_N	2	1	1
Croatian_2.8	306933	SOV	DA_N	2	1	1
Croatian_2.8	3466204	SOV	NDA_	2	3	1
Croatian_2.8	3489273	SOV	DA_N	2	1	1
Croatian_2.8	3984552	SOV	DA_N	2	1	1
Croatian_2.8	424398	SOV	AD_N	1	1	2
Croatian_2.8	4690717	SOV	NA_D	1	2	1
Croatian_2.8	7009185	SOV	DA_N	2	1	1
Croatian_2.8	7999719	SOV	DA_N	2	1	1
Croatian_2.8	9738680	SOV	A_ND	2	1	1
Czech-PDT_2.8	1341674	SOV	NDA_	2	3	1
Czech-PDT_2.8	1821597	SVO	NDA_	2	3	1
Czech-PDT_2.8	3022872	SOV	A_DN	1	2	1
Czech-PDT_2.8	3033648	SOV	NDA_	2	3	1
Czech-PDT_2.8	3072041	SOV	NDA_	2	3	1
Czech-PDT_2.8	38816	SOV	NDA_	2	3	1
Czech-PDT_2.8	4590100	SOV	NDA_	2	3	1
Czech-PDT_2.8	4980647	SOV	NDA_	2	3	1
Czech-PDT_2.8	6614688	SOV	NDA_	2	3	1
Czech-PDT_2.8	9385748	SOV	NDA_	2	3	1
Czech_2.8	1958072	SOV	DNA_	3	2	1
Czech_2.8	4924244	SVO	DA_N	2	1	1
Danish_2.8	3917620	SOV	ADN_	2	1	3
Danish_2.8	4982460	SOV	DAN_	3	1	2
Danish_2.8	5200262	SOV	DAN_	3	1	2
Danish_2.8	5621830	SOV	ADN_	2	1	3
Danish_2.8	6057151	SVO	ADN_	2	1	3
Danish_2.8	8195983	SVO	AN_D	1	1	2
Danish_2.8	9963132	SVO	AN_D	1	1	2
Danish_2.8	1257537	SVO	DAN_	3	1	2
Danish_2.8	6039997	OSV	A_ND	2	1	1
Danish_2.8	6239382	SVO	NDA_	2	3	1
Danish_2.8	9261404	SOV	AD_N	1	1	2
Danish_2.8	123989	SVO	AN_D	1	1	2
Danish_2.8	1360510	SOV	DAN_	3	1	2
Danish_2.8	1550940	OSV	DA_N	2	1	1
Danish_2.8	1650160	SOV	DAN_	3	1	2
Danish_2.8	1898826	OSV	A_ND	2	1	1
Danish_2.8	303137	SOV	NDA_	2	3	1
Danish_2.8	3420486	OSV	DAN_	3	1	2
Danish_2.8	4498473	OSV	DAN_	3	1	2
Danish_2.8	5128809	SVO	DAN_	3	1	2
Danish_2.8	6667243	OSV	DAN_	3	1	2
Danish_2.8	6823630	SOV	NAD_	1	3	2
Danish_2.8	896775	SVO	DAN_	3	1	2
Danish_2.8	9226249	SOV	DAN_	3	1	2
Danish_2.8	9943015	SOV	NDA_	2	3	1
Dutch_2.8	1595644	OSV	NA_D	1	2	1
Dutch_2.8	4021183	SVO	NA_D	1	2	1
Dutch_2.8	4727726	SOV	NA_D	1	2	1
Dutch_2.8	769016	SVO	NA_D	1	2	1
Dutch_2.8	8717862	OSV	NA_D	1	2	1
Dutch_2.8	9700631	SOV	NA_D	1	2	1
Dutch_2.8	5228378	SOV	A_ND	2	1	1
Dutch_2.8	1148561	SVO	NA_D	1	2	1
Dutch_2.8	1155504	SVO	NA_D	1	2	1
Dutch_2.8	192969	SVO	NA_D	1	2	1
Dutch_2.8	2160842	SVO	A_ND	2	1	1
Dutch_2.8	2342070	SOV	A_ND	2	1	1
Dutch_2.8	2594602	SOV	NA_D	1	2	1
Dutch_2.8	2605559	SVO	A_ND	2	1	1
Dutch_2.8	3224042	SOV	A_ND	2	1	1
Dutch_2.8	410890	OSV	ADN_	2	1	3
Dutch_2.8	5479716	SVO	A_DN	1	2	1
Dutch_2.8	625378	SOV	NA_D	1	2	1
Dutch_2.8	7772073	SVO	A_DN	1	2	1
Dutch_2.8	8951487	SVO	NA_D	1	2	1
Dutch_2.8	9321477	SVO	AN_D	1	1	2
Dutch_2.8	9370288	SOV	A_ND	2	1	1
English_2.8	134226	SVO	A_ND	2	1	1
English_2.8	1687903	SVO	AN_D	1	1	2
English_2.8	4850609	SVO	AN_D	1	1	2
English_2.8	4983328	SVO	AN_D	1	1	2
English_2.8	7473336	SVO	AN_D	1	1	2
English_2.8	7787765	SVO	AN_D	1	1	2
English_2.8	8269326	SVO	A_ND	2	1	1
English_2.8	2003165	SVO	AN_D	1	1	2
English_2.8	3300803	SVO	NA_D	1	2	1
English_2.8	8880749	SVO	A_ND	2	1	1
English_2.8	1596610	SVO	AN_D	1	1	2
English_2.8	3195873	SVO	NA_D	1	2	1
English_2.8	3201604	SVO	AN_D	1	1	2
English_2.8	3388339	SVO	NA_D	1	2	1
English_2.8	3389378	SVO	NA_D	1	2	1
English_2.8	3653725	SVO	AN_D	1	1	2
English_2.8	4250632	SVO	AN_D	1	1	2
English_2.8	5091742	SVO	A_ND	2	1	1
English_2.8	6079031	SVO	NA_D	1	2	1
English_2.8	6997111	SVO	NDA_	2	3	1
English_2.8	7308129	SVO	NA_D	1	2	1
English_2.8	9040636	SVO	NDA_	2	3	1
English_2.8	9337440	SVO	AN_D	1	1	2
English_2.8	980933	OSV	A_ND	2	1	1
English_2.8	9826880	SVO	AN_D	1	1	2
Erzya_2.8	5074990	SVO	A_ND	2	1	1
Erzya_2.8	1236155	SOV	NAD_	1	3	2
Erzya_2.8	4315150	SVO	NAD_	1	3	2
Erzya_2.8	2156591	SVO	AD_N	1	1	2
Erzya_2.8	3245523	SOV	DA_N	2	1	1
Erzya_2.8	3813861	SOV	NDA_	2	3	1
Erzya_2.8	4165228	SOV	DNA_	3	2	1
Erzya_2.8	4684829	SOV	DA_N	2	1	1
