language	ID	basic	np	Dist_D	Dist_N	Dist_A	Surprisal2	DepLen
Armenian_2.8	107180	SVO	DAN_	3	1	2	7.942	2.697
Armenian_2.8	2289502	SVO	DNA_	3	2	1	7.953	2.602
Armenian_2.8	2413431	SVO	DNA_	3	2	1	7.943	2.617
Armenian_2.8	2591230	SVO	DNA_	3	2	1	7.944	2.698
Armenian_2.8	2807472	SVO	DAN_	3	1	2	7.948	2.702
Armenian_2.8	4114562	SVO	DAN_	3	1	2	7.968	2.712
Armenian_2.8	4660589	SVO	DNA_	3	2	1	7.949	2.699
Armenian_2.8	5055780	SVO	DAN_	3	1	2	7.944	2.691
Armenian_2.8	582249	SVO	DNA_	3	2	1	7.945	2.614
Armenian_2.8	6539275	SVO	DAN_	3	1	2	7.945	2.693
Armenian_2.8	7993104	SVO	DNA_	3	2	1	7.946	2.614
Armenian_2.8	8141308	SOV	ADN_	2	1	3	8.067	3.889
Armenian_2.8	8490673	SVO	DNA_	3	2	1	7.948	2.614
Bambara_2.8	1288190	SVO	A_DN	1	2	1	4.336	2.141
Bambara_2.8	1376739	SVO	NA_D	1	2	1	4.409	2.181
Bambara_2.8	1787811	SVO	NA_D	1	2	1	4.407	2.112
Bambara_2.8	3091467	SOV	NDA_	2	3	1	4.39	2.048
Bambara_2.8	3377586	SVO	AN_D	1	1	2	4.357	2.154
Bambara_2.8	6048957	OSV	A_DN	1	2	1	4.422	1.987
Bambara_2.8	6075811	SOV	A_DN	1	2	1	4.427	2.119
Bambara_2.8	6804762	SVO	A_DN	1	2	1	4.372	2.679
Bambara_2.8	8258099	SOV	A_DN	1	2	1	4.341	2.13
Basque_2.8	1839932	SOV	DAN_	3	1	2	7.854	2.212
Basque_2.8	2390057	SOV	DNA_	3	2	1	7.848	2.195
Basque_2.8	2878400	OSV	DNA_	3	2	1	7.858	2.234
Basque_2.8	5180012	SOV	DAN_	3	1	2	7.833	2.462
Basque_2.8	6543505	OSV	DNA_	3	2	1	7.836	2.263
Basque_2.8	6901411	OSV	DNA_	3	2	1	7.86	2.177
Basque_2.8	7529362	SVO	DNA_	3	2	1	7.989	2.215
Belarusian_2.8	402236	OSV	AD_N	1	1	2	8.167	2.274
Breton_2.8	1702783	SOV	ADN_	2	1	3	5.974	2.08
Breton_2.8	18594	OSV	DA_N	2	1	1	6.052	2.163
Breton_2.8	2595082	SOV	AN_D	1	1	2	6.053	2.163
Breton_2.8	3916731	SOV	DAN_	3	1	2	6.026	2.158
Breton_2.8	8442484	SOV	DAN_	3	1	2	6.034	2.152
Breton_2.8	8531391	SOV	DAN_	3	1	2	6.001	2.546
Breton_2.8	9283003	OSV	A_ND	2	1	1	6.036	2.245
Bulgarian_2.8	1162160	OSV	DAN_	3	1	2	7.409	2.361
Bulgarian_2.8	2033106	OSV	AN_D	1	1	2	7.41	2.215
Bulgarian_2.8	2404774	OSV	AN_D	1	1	2	7.41	2.206
Bulgarian_2.8	381623	OSV	ADN_	2	1	3	7.421	2.223
Bulgarian_2.8	4177548	OSV	NDA_	2	3	1	7.402	2.247
Bulgarian_2.8	5259209	OSV	NDA_	2	3	1	7.394	2.384
Bulgarian_2.8	6429187	OSV	A_ND	2	1	1	7.452	2.387
Bulgarian_2.8	7006075	OSV	AN_D	1	1	2	7.412	2.208
Bulgarian_2.8	8106404	OSV	ADN_	2	1	3	7.396	2.229
Bulgarian_2.8	916771	SVO	NA_D	1	2	1	7.491	2.268
Buryat_2.8	1316922	SOV	DA_N	2	1	1	7.881	2.02
Buryat_2.8	1579028	SVO	NDA_	2	3	1	7.924	2.047
Buryat_2.8	3105123	SVO	NDA_	2	3	1	7.926	2.068
Buryat_2.8	6194523	SVO	NDA_	2	3	1	7.888	2.178
Buryat_2.8	6428503	SVO	NDA_	2	3	1	7.93	2.115
Buryat_2.8	8444092	SVO	DA_N	2	1	1	7.924	2.225
Cantonese_2.8	1616045	SOV	NA_D	1	2	1	5.52	3.905
Cantonese_2.8	3269987	SOV	ADN_	2	1	3	5.297	2.496
Cantonese_2.8	4029063	SVO	A_ND	2	1	1	5.318	2.555
Cantonese_2.8	476214	SOV	DA_N	2	1	1	5.339	2.513
Cantonese_2.8	9607200	SVO	DNA_	3	2	1	5.338	2.392
Catalan_2.8	3608467	SVO	A_DN	1	2	1	5.873	3.073
Catalan_2.8	8478702	SVO	AN_D	1	1	2	5.809	2.874
Catalan_2.8	8510829	SVO	NA_D	1	2	1	5.803	2.871
Catalan_2.8	9516597	OSV	A_DN	1	2	1	5.819	2.966
Chinese_2.8	5227507	OSV	DA_N	2	1	1	7.488	2.738
Chinese_2.8	7067870	SVO	AN_D	1	1	2	7.526	2.766
Chinese_2.8	7572066	SVO	DAN_	3	1	2	7.503	2.845
Chinese_2.8	9344772	SVO	DAN_	3	1	2	7.522	2.719
Classical_Chinese_2.8	1715498	SVO	A_DN	1	2	1	5.615	1.745
Classical_Chinese_2.8	3643701	SOV	DA_N	2	1	1	5.502	1.699
Classical_Chinese_2.8	4437608	SOV	DA_N	2	1	1	5.655	1.756
Classical_Chinese_2.8	5886350	SOV	DA_N	2	1	1	5.54	1.676
Classical_Chinese_2.8	6882634	SOV	DNA_	3	2	1	5.53	1.627
Classical_Chinese_2.8	7882683	SOV	DA_N	2	1	1	5.504	1.713
Classical_Chinese_2.8	8081528	SOV	DA_N	2	1	1	5.523	1.65
Coptic_2.8	5054560	SVO	NA_D	1	2	1	4.539	2.801
Coptic_2.8	5654603	SVO	DA_N	2	1	1	4.456	3.108
Coptic_2.8	7997059	SVO	NDA_	2	3	1	4.49	2.732
Coptic_2.8	8216916	SVO	AN_D	1	1	2	4.607	2.778
Croatian_2.8	1367451	OSV	DA_N	2	1	1	7.778	2.904
Croatian_2.8	476553	OSV	NA_D	1	2	1	7.802	2.504
Croatian_2.8	6032038	OSV	DA_N	2	1	1	7.762	2.564
Croatian_2.8	8824005	OSV	DA_N	2	1	1	7.767	2.591
Croatian_2.8	93510	OSV	NA_D	1	2	1	7.804	2.511
Danish_2.8	1472249	OSV	ADN_	2	1	3	7.085	2.659
Danish_2.8	3001960	OSV	ADN_	2	1	3	7.135	2.681
Danish_2.8	6025360	OSV	ADN_	2	1	3	7.095	2.632
Danish_2.8	699278	SVO	NDA_	2	3	1	7.247	4.824
Danish_2.8	7567568	SVO	A_ND	2	1	1	7.168	2.527
Danish_2.8	8262798	SVO	DAN_	3	1	2	7.098	2.603
Dutch_2.8	1406216	SVO	A_DN	1	2	1	6.748	2.584
Dutch_2.8	1771214	SVO	NA_D	1	2	1	6.761	2.472
Dutch_2.8	3814628	SVO	NA_D	1	2	1	6.746	2.506
Dutch_2.8	5033260	SVO	NDA_	2	3	1	6.76	2.623
Dutch_2.8	5566806	OSV	A_ND	2	1	1	6.795	2.468
Dutch_2.8	6610529	SVO	NA_D	1	2	1	6.705	2.48
Dutch_2.8	9541221	SVO	A_DN	1	2	1	6.776	2.457
English_2.8	2473956	SVO	NDA_	2	3	1	6.526	2.506
English_2.8	4577843	SVO	NDA_	2	3	1	6.584	2.672
English_2.8	9728284	SVO	NDA_	2	3	1	6.519	2.51
Erzya_2.8	3513695	SVO	NAD_	1	3	2	7.954	2.122
Erzya_2.8	702821	SVO	NAD_	1	3	2	7.95	2.114
Erzya_2.8	7276392	SOV	NDA_	2	3	1	7.967	2.107
Erzya_2.8	7302694	SOV	AD_N	1	1	2	7.939	2.125
Erzya_2.8	7336287	SOV	NDA_	2	3	1	7.985	2.093
Erzya_2.8	9074996	OSV	DA_N	2	1	1	7.98	2.131
Erzya_2.8	9941614	SVO	NAD_	1	3	2	7.952	2.113
Estonian_2.8	1555929	SVO	DAN_	3	1	2	8.648	2.459
Estonian_2.8	2267863	SVO	DAN_	3	1	2	8.61	2.404
Estonian_2.8	2269390	OSV	DAN_	3	1	2	8.596	2.471
Estonian_2.8	3070010	OSV	DNA_	3	2	1	8.611	2.375
Estonian_2.8	4572496	SVO	DAN_	3	1	2	8.65	2.412
Estonian_2.8	4706508	OSV	DAN_	3	1	2	8.565	2.595
Estonian_2.8	6122495	OSV	DAN_	3	1	2	8.605	2.398
Estonian_2.8	8002413	SOV	DNA_	3	2	1	8.601	2.41
Estonian_2.8	8050729	OSV	DAN_	3	1	2	8.589	2.355
Estonian_2.8	8975333	SOV	DNA_	3	2	1	8.601	2.41
Faroese_2.8	4811221	SVO	DAN_	3	1	2	5.777	2.638
Faroese_2.8	5945424	SVO	DNA_	3	2	1	5.785	2.561
Faroese_2.8	8169697	SVO	DAN_	3	1	2	5.861	2.601
Finnish_2.8	3252444	SVO	DAN_	3	1	2	8.817	2.229
Finnish_2.8	3818728	SVO	DAN_	3	1	2	8.821	2.22
Finnish_2.8	3920748	SVO	DAN_	3	1	2	8.813	2.204
Finnish_2.8	524771	SVO	DAN_	3	1	2	8.804	2.195
Finnish_2.8	8310338	OSV	NDA_	2	3	1	8.833	2.219
Finnish_2.8	9752897	SVO	DAN_	3	1	2	8.825	2.228
French_2.8	1749581	SVO	NA_D	1	2	1	6.065	2.746
French_2.8	3326365	SVO	A_DN	1	2	1	6.176	2.911
French_2.8	4183841	SVO	A_ND	2	1	1	6.057	2.744
French_2.8	5892313	SVO	NA_D	1	2	1	6.137	2.866
French_2.8	966847	OSV	A_ND	2	1	1	6.193	2.904
Galician_2.8	1441047	OSV	NAD_	1	3	2	6.306	2.75
Galician_2.8	4483026	SVO	A_DN	1	2	1	6.269	2.883
Galician_2.8	6009057	SVO	A_DN	1	2	1	6.255	3.024
Galician_2.8	6678851	SVO	A_DN	1	2	1	6.266	2.864
German-GSD_2.6	1757497	SVO	AN_D	1	1	2	7.488	2.506
German-GSD_2.6	2223189	SVO	AN_D	1	1	2	7.512	2.572
German-GSD_2.6	6287516	SVO	AN_D	1	1	2	7.491	2.512
German-GSD_2.6	6925394	SVO	AN_D	1	1	2	7.59	2.534
German-GSD_2.6	8106686	SVO	AN_D	1	1	2	7.474	2.558
German-GSD_2.6	9023649	OSV	AN_D	1	1	2	7.503	2.514
Gothic_2.8	1753556	OSV	DA_N	2	1	1	6.294	2.286
Gothic_2.8	1757577	SVO	NA_D	1	2	1	6.286	2.431
Gothic_2.8	2336759	SVO	DA_N	2	1	1	6.3	2.482
Gothic_2.8	479246	SVO	DNA_	3	2	1	6.312	2.575
Gothic_2.8	4879630	OSV	DA_N	2	1	1	6.289	2.275
Gothic_2.8	8462813	OSV	AD_N	1	1	2	6.332	2.529
Greek_2.8	1953617	SVO	NA_D	1	2	1	6.7	2.834
Greek_2.8	3837367	SVO	NA_D	1	2	1	6.71	2.677
Greek_2.8	419169	OSV	A_DN	1	2	1	6.742	2.705
Greek_2.8	6861879	SVO	NA_D	1	2	1	6.715	2.808
Greek_2.8	6955073	SVO	NA_D	1	2	1	6.683	2.772
Greek_2.8	7699405	SVO	A_DN	1	2	1	6.771	3.109
Greek_2.8	8620699	SVO	NA_D	1	2	1	6.802	3.061
Greek_2.8	9476844	SVO	NA_D	1	2	1	6.738	2.807
Greek_2.8	9971248	SVO	NA_D	1	2	1	6.686	2.772
Hebrew_2.8	1441164	OSV	DNA_	3	2	1	6.396	2.735
Hebrew_2.8	3921203	SVO	AD_N	1	1	2	6.486	2.633
Hebrew_2.8	4213753	OSV	DNA_	3	2	1	6.393	2.889
Hebrew_2.8	5260337	OSV	DAN_	3	1	2	6.419	2.84
Hebrew_2.8	5466412	SVO	DAN_	3	1	2	6.451	2.806
Hindi_2.8	1580974	OSV	DNA_	3	2	1	5.754	2.885
Hindi_2.8	1974472	OSV	DNA_	3	2	1	5.846	2.868
Hindi_2.8	4439393	OSV	DNA_	3	2	1	5.983	2.847
Hindi_2.8	5240757	OSV	DNA_	3	2	1	5.758	2.882
Hindi_2.8	536173	OSV	DNA_	3	2	1	5.898	3.055
Hindi_2.8	9938713	OSV	DNA_	3	2	1	5.764	2.982
Hungarian_2.8	1965830	SVO	AND_	1	2	3	8.016	2.63
Hungarian_2.8	2203678	SVO	DAN_	3	1	2	8.0	2.748
Hungarian_2.8	382272	SVO	DAN_	3	1	2	8.0	2.643
Hungarian_2.8	4719489	SVO	ADN_	2	1	3	8.033	2.946
Hungarian_2.8	5463128	SVO	A_DN	1	2	1	8.025	2.654
Hungarian_2.8	7132733	SVO	AND_	1	2	3	8.001	2.738
Hungarian_2.8	7399685	SVO	AD_N	1	1	2	7.989	2.766
Icelandic_2.8	2207491	SVO	AN_D	1	1	2	6.712	2.848
Icelandic_2.8	2644789	SVO	DAN_	3	1	2	6.69	3.06
Icelandic_2.8	6529125	OSV	ADN_	2	1	3	6.747	3.046
Icelandic_2.8	6862241	OSV	AD_N	1	1	2	6.743	3.033
Icelandic_2.8	9101596	SVO	ADN_	2	1	3	6.758	3.101
Indonesian_2.8	1364948	SVO	NA_D	1	2	1	7.606	2.539
Indonesian_2.8	154966	SVO	NA_D	1	2	1	7.718	4.224
Indonesian_2.8	3692522	SVO	DNA_	3	2	1	7.612	2.571
Indonesian_2.8	7159168	SVO	DNA_	3	2	1	7.608	2.716
Indonesian_2.8	9036390	SVO	DNA_	3	2	1	7.539	2.541
Irish_2.8	4177823	SVO	NDA_	2	3	1	6.537	2.681
Irish_2.8	6242162	OSV	NA_D	1	2	1	6.572	2.816
Irish_2.8	6744385	OSV	NDA_	2	3	1	6.579	2.949
Irish_2.8	6750895	SVO	NA_D	1	2	1	6.537	2.845
Irish_2.8	6797139	SVO	NA_D	1	2	1	6.543	2.992
Irish_2.8	9964447	SVO	NA_D	1	2	1	6.599	3.178
Italian_2.8	412290	SVO	AN_D	1	1	2	6.24	2.795
Italian_2.8	4280361	SVO	NA_D	1	2	1	6.209	2.802
Italian_2.8	5039768	SVO	AN_D	1	1	2	6.259	2.801
Italian_2.8	6671621	SVO	NA_D	1	2	1	6.258	2.796
Japanese-GSD_2.6	1456379	SOV	NAD_	1	3	2	6.319	2.721
Japanese-GSD_2.6	2485697	SOV	AND_	1	2	3	6.435	3.005
Japanese-GSD_2.6	4325177	SOV	NAD_	1	3	2	6.365	2.694
Japanese-GSD_2.6	4457410	SOV	NAD_	1	3	2	6.317	2.725
Japanese-GSD_2.6	7611046	SOV	NAD_	1	3	2	6.319	2.721
Japanese-GSD_2.6	8008534	SOV	NDA_	2	3	1	6.335	2.714
Kazakh_2.8	3162183	SOV	DAN_	3	1	2	7.892	2.059
Kazakh_2.8	3333337	OSV	A_ND	2	1	1	7.913	2.152
Kazakh_2.8	4645580	SOV	NDA_	2	3	1	7.907	2.033
Kiche_2.8	1262733	SOV	A_DN	1	2	1	5.622	1.719
Kiche_2.8	2476863	SOV	A_ND	2	1	1	5.561	1.707
Kiche_2.8	3136015	SOV	A_ND	2	1	1	5.543	1.722
Kiche_2.8	3450203	SOV	A_ND	2	1	1	5.573	1.695
Kiche_2.8	5655262	SOV	NDA_	2	3	1	5.587	1.691
Kiche_2.8	5656321	SOV	A_ND	2	1	1	5.583	1.752
Kiche_2.8	5710991	SOV	A_DN	1	2	1	5.595	1.73
Kiche_2.8	7876297	SOV	A_DN	1	2	1	5.55	1.641
Komi_Zyrian_2.8	5839071	OSV	NAD_	1	3	2	7.873	2.481
Komi_Zyrian_2.8	5966911	SVO	A_DN	1	2	1	7.873	2.154
Komi_Zyrian_2.8	6604210	SVO	NAD_	1	3	2	7.873	2.214
Komi_Zyrian_2.8	6978785	SVO	A_ND	2	1	1	7.882	2.257
Komi_Zyrian_2.8	6993359	OSV	DNA_	3	2	1	7.876	2.224
Komi_Zyrian_2.8	7568708	SVO	A_DN	1	2	1	7.87	2.341
Komi_Zyrian_2.8	7650852	SVO	NA_D	1	2	1	7.89	2.184
Komi_Zyrian_2.8	7879787	SVO	NAD_	1	3	2	7.872	2.158
Komi_Zyrian_2.8	8883595	SOV	DA_N	2	1	1	7.867	2.287
Komi_Zyrian_2.8	8888009	SVO	DAN_	3	1	2	7.878	2.187
Komi_Zyrian_2.8	8912350	SVO	AD_N	1	1	2	7.873	2.28
Komi_Zyrian_2.8	9112475	SVO	AD_N	1	1	2	7.881	2.15
Korean_2.8	3090911	SOV	ADN_	2	1	3	9.742	2.231
Korean_2.8	3898593	OSV	DAN_	3	1	2	9.675	2.328
Korean_2.8	3940755	SOV	ADN_	2	1	3	9.799	2.305
Korean_2.8	4861416	OSV	AND_	1	2	3	9.758	2.3
Kurmanji_2.8	2414075	OSV	DNA_	3	2	1	6.39	2.317
Kurmanji_2.8	3525277	SOV	A_DN	1	2	1	6.4	2.388
Kurmanji_2.8	3876415	SVO	AND_	1	2	3	6.394	2.37
Kurmanji_2.8	7617627	SOV	AND_	1	2	3	6.412	2.401
Kurmanji_2.8	7721482	SVO	A_ND	2	1	1	6.446	2.296
Kurmanji_2.8	7788074	SVO	ADN_	2	1	3	6.481	2.429
Latin_2.8	6036649	SOV	NAD_	1	3	2	7.482	2.511
Latin_2.8	8317349	SVO	AD_N	1	1	2	7.524	2.611
Latvian_2.8	2367100	OSV	DAN_	3	1	2	8.508	2.477
Latvian_2.8	4203780	SVO	DAN_	3	1	2	8.49	2.449
Latvian_2.8	6175680	OSV	ADN_	2	1	3	8.493	2.497
Latvian_2.8	6740658	SVO	DAN_	3	1	2	8.488	2.526
Latvian_2.8	8813589	OSV	DAN_	3	1	2	8.527	2.45
Lithuanian_2.8	5190379	SVO	DA_N	2	1	1	8.13	2.591
Lithuanian_2.8	6399890	SVO	DA_N	2	1	1	8.215	3.534
Maltese_2.8	1157026	OSV	DA_N	2	1	1	6.624	2.859
Maltese_2.8	2873445	OSV	A_ND	2	1	1	6.66	2.653
Maltese_2.8	4460198	OSV	A_ND	2	1	1	6.64	2.742
Maltese_2.8	4978061	OSV	DA_N	2	1	1	6.637	2.697
Maltese_2.8	6369679	OSV	A_ND	2	1	1	6.68	2.472
Maltese_2.8	7343955	OSV	DA_N	2	1	1	6.627	2.542
Maltese_2.8	7923278	OSV	DA_N	2	1	1	6.604	2.582
Manx_2.8	2435023	SVO	A_ND	2	1	1	4.86	1.983
Manx_2.8	3682433	SVO	AN_D	1	1	2	4.874	1.88
Manx_2.8	5653639	SVO	AN_D	1	1	2	4.874	1.925
Manx_2.8	766075	SVO	A_ND	2	1	1	4.877	1.929
Manx_2.8	7761188	SVO	A_DN	1	2	1	4.864	1.945
Manx_2.8	8168003	SVO	A_ND	2	1	1	4.905	1.832
Mbya_Guarani_2.8	1231561	SOV	NDA_	2	3	1	1.12	2.001
Mbya_Guarani_2.8	1293395	SVO	A_ND	2	1	1	1.114	2.025
Mbya_Guarani_2.8	1464466	SVO	A_DN	1	2	1	1.122	2.114
Mbya_Guarani_2.8	2114432	SOV	NDA_	2	3	1	1.12	2.001
Mbya_Guarani_2.8	2501500	SVO	AN_D	1	1	2	1.126	2.059
Mbya_Guarani_2.8	397354	SOV	NDA_	2	3	1	1.121	2.01
Mbya_Guarani_2.8	5278760	SVO	AN_D	1	1	2	1.119	2.06
Mbya_Guarani_2.8	5655932	SVO	NDA_	2	3	1	1.138	2.061
Mbya_Guarani_2.8	8269375	SOV	DNA_	3	2	1	1.155	2.154
Mbya_Guarani_2.8	8453560	SOV	NDA_	2	3	1	1.124	1.992
Mbya_Guarani_2.8	9887564	SOV	NA_D	1	2	1	1.121	2.001
Naija_2.8	2876078	OSV	DNA_	3	2	1	4.417	2.984
Naija_2.8	4102817	SVO	DNA_	3	2	1	4.39	2.933
Naija_2.8	4809278	OSV	NDA_	2	3	1	4.395	2.697
Naija_2.8	5964368	SVO	NAD_	1	3	2	4.44	2.777
Naija_2.8	7378863	SVO	NAD_	1	3	2	4.393	2.944
Naija_2.8	8081271	OSV	DNA_	3	2	1	4.575	3.255
Naija_2.8	826734	OSV	DNA_	3	2	1	4.393	2.706
North_Sami_2.8	3037357	SVO	NDA_	2	3	1	7.313	2.002
North_Sami_2.8	4052115	SVO	NAD_	1	3	2	7.344	2.107
North_Sami_2.8	5841514	SVO	NAD_	1	3	2	7.34	1.989
North_Sami_2.8	7095212	SVO	NDA_	2	3	1	7.326	1.98
North_Sami_2.8	7683552	SOV	NAD_	1	3	2	7.351	1.988
North_Sami_2.8	9444736	SOV	NAD_	1	3	2	7.352	2.031
Norwegian_2.8	1789564	SVO	NAD_	1	3	2	6.816	2.588
Norwegian_2.8	1871111	SVO	NAD_	1	3	2	6.785	2.441
Norwegian_2.8	5724891	OSV	AD_N	1	1	2	6.915	2.401
Norwegian_2.8	8346401	SVO	NAD_	1	3	2	6.781	2.411
Norwegian_2.8	9002880	SVO	NAD_	1	3	2	6.894	2.502
Old_Church_Slavonic_2.8	1461296	OSV	NDA_	2	3	1	6.168	2.16
Old_Church_Slavonic_2.8	2279666	SVO	DA_N	2	1	1	6.146	2.415
Old_Church_Slavonic_2.8	2761773	SVO	DA_N	2	1	1	6.162	2.392
Old_Church_Slavonic_2.8	410343	SOV	DA_N	2	1	1	6.136	2.39
Old_Church_Slavonic_2.8	8294248	SOV	A_DN	1	2	1	6.225	2.149
Old_Church_Slavonic_2.8	9378892	SOV	DA_N	2	1	1	6.144	2.27
Old_Church_Slavonic_2.8	9521616	SVO	NDA_	2	3	1	6.195	2.309
Old_East_Slavic_2.8	3010570	SVO	DNA_	3	2	1	7.513	2.426
Old_East_Slavic_2.8	6998420	SVO	DNA_	3	2	1	7.516	2.501
Old_East_Slavic_2.8	7137713	SVO	A_ND	2	1	1	7.509	2.414
Old_East_Slavic_2.8	7711115	SVO	DNA_	3	2	1	7.519	2.489
Old_East_Slavic_2.8	779843	SOV	DNA_	3	2	1	7.653	3.119
Old_East_Slavic_2.8	8013574	SVO	DNA_	3	2	1	7.525	2.737
Old_East_Slavic_2.8	8930224	SVO	A_ND	2	1	1	7.569	2.475
Old_French_2.8	1811580	SVO	DA_N	2	1	1	6.141	2.273
Old_French_2.8	2200776	OSV	A_ND	2	1	1	6.156	2.243
Old_French_2.8	2470457	OSV	A_ND	2	1	1	6.183	2.191
Old_French_2.8	282277	SVO	DAN_	3	1	2	6.141	2.312
Old_French_2.8	8186893	OSV	DAN_	3	1	2	6.153	2.348
Persian_2.8	1862426	SVO	DA_N	2	1	1	6.849	2.44
Persian_2.8	6419619	SVO	NA_D	1	2	1	6.907	2.844
Persian_2.8	7923242	SOV	DAN_	3	1	2	6.714	2.555
Persian_2.8	955368	SOV	DA_N	2	1	1	6.873	2.571
Polish_2.8	1535605	OSV	DAN_	3	1	2	7.95	2.185
Polish_2.8	3024493	SVO	DAN_	3	1	2	7.994	2.153
Polish_2.8	3905497	OSV	DAN_	3	1	2	8.124	3.455
Polish_2.8	7120297	SVO	DAN_	3	1	2	8.006	2.14
Polish_2.8	9783641	SOV	DAN_	3	1	2	7.988	2.31
Portuguese_2.8	1353232	SVO	ADN_	2	1	3	6.659	5.756
Portuguese_2.8	1436700	SVO	NA_D	1	2	1	6.374	2.623
Portuguese_2.8	2435882	OSV	A_DN	1	2	1	6.383	2.845
Portuguese_2.8	2637262	SVO	NA_D	1	2	1	6.371	2.622
Portuguese_2.8	785526	SVO	A_ND	2	1	1	6.407	2.789
Portuguese_2.8	9618303	SVO	NA_D	1	2	1	6.376	2.711
Romanian_2.8	1198643	SVO	NA_D	1	2	1	7.002	2.729
Romanian_2.8	1334690	SVO	NA_D	1	2	1	6.971	2.726
Romanian_2.8	1338810	SOV	NA_D	1	2	1	7.069	2.771
Romanian_2.8	3952565	SOV	NA_D	1	2	1	7.019	3.123
Romanian_2.8	4306653	SVO	NA_D	1	2	1	6.966	2.619
Romanian_2.8	4932451	SVO	NA_D	1	2	1	6.962	2.722
Romanian_2.8	919157	SVO	NA_D	1	2	1	6.976	2.645
Russian_2.8	9730335	SVO	DNA_	3	2	1	8.391	2.512
Sanskrit_2.8	7950261	OSV	AND_	1	2	3	7.189	2.121
Sanskrit_2.8	8052468	SVO	AD_N	1	1	2	7.122	2.119
Scottish_Gaelic_2.8	4144656	OSV	NDA_	2	3	1	5.55	2.684
Scottish_Gaelic_2.8	5094330	OSV	A_DN	1	2	1	5.593	2.611
Scottish_Gaelic_2.8	5190922	OSV	NA_D	1	2	1	5.594	2.576
Scottish_Gaelic_2.8	5468191	OSV	DAN_	3	1	2	5.569	2.66
Scottish_Gaelic_2.8	7104045	SVO	A_DN	1	2	1	5.544	3.396
Scottish_Gaelic_2.8	7819005	SVO	A_ND	2	1	1	5.543	2.834
Scottish_Gaelic_2.8	975014	OSV	AN_D	1	1	2	5.563	2.819
Serbian_2.8	6072073	OSV	NAD_	1	3	2	7.281	2.5
Serbian_2.8	7488021	OSV	A_DN	1	2	1	7.315	2.446
Serbian_2.8	7719201	OSV	A_ND	2	1	1	7.321	2.756
Serbian_2.8	9086060	SVO	A_ND	2	1	1	7.319	2.541
Serbian_2.8	9344911	OSV	DA_N	2	1	1	7.365	2.909
Serbian_2.8	9825175	OSV	NA_D	1	2	1	7.322	2.431
Slovak_2.8	1627207	OSV	DA_N	2	1	1	7.863	2.021
Slovak_2.8	2940202	SVO	NA_D	1	2	1	7.868	1.994
Slovak_2.8	2951674	OSV	DA_N	2	1	1	7.86	2.014
Slovak_2.8	3732978	OSV	DAN_	3	1	2	7.866	2.022
Slovak_2.8	4229557	OSV	DNA_	3	2	1	7.879	2.161
Slovak_2.8	5742028	OSV	NDA_	2	3	1	7.882	2.101
Slovak_2.8	756800	OSV	DAN_	3	1	2	7.869	2.01
Slovak_2.8	819774	OSV	AN_D	1	1	2	7.855	2.026
Slovak_2.8	9091377	SVO	NA_D	1	2	1	7.86	2.118
Slovenian_2.8	1530948	OSV	NDA_	2	3	1	7.704	2.596
Slovenian_2.8	1687596	OSV	NDA_	2	3	1	7.727	2.387
