alpha	cutoff	delta	gamma	idForProcess	language	model	script
1.0	2	1.0	1	4513018	Bambara_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2146077	Bambara_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7709063	Bambara_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7801042	Basque_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	115163	Basque_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7950092	Basque_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3019781	Basque_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6130935	Basque_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4645148	Belarusian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7234282	Belarusian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4172562	Belarusian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2372454	Belarusian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	8949768	Belarusian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	61273	Belarusian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4245570	Belarusian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7971410	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1013962	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7275028	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1170866	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9502200	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5289223	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5791522	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7246684	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6457756	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	334759	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2560176	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6341773	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7841903	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1571891	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2206007	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9895634	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	8876056	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7294565	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3747087	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5632973	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9120687	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6922397	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7768197	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7128146	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2988172	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3252434	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2696024	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7237985	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2682479	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6317154	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3718135	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6121095	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5339753	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5705321	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3809434	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6707004	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3655699	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9850278	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7965066	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	444711	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9899982	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	544480	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6374584	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	185848	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1738849	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7587331	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4776778	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4948784	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4742032	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2666038	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9693363	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3077976	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	8286365	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	622691	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5907025	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6537042	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9229555	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2080652	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2337081	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3472214	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6374110	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	8259932	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	185272	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2328264	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	815274	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7689040	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	512218	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7066574	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1678552	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1340412	Czech-PDT_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1805445	Czech-PDT_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3782456	Czech-PDT_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2696485	Czech-PDT_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	8814224	Czech-PDT_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	724967	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9964464	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2903	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	8468994	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1913860	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9020029	Dutch_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5953154	Dutch_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9049158	Dutch_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3084928	Dutch_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	8801061	Dutch_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4641188	Dutch_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	8627549	Dutch_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4779088	Dutch_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1522206	English_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3150113	English_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9543063	English_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7750858	English_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5507652	English_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7047226	English_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5950646	Erzya_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6957475	Erzya_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4523594	Erzya_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1069374	Erzya_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	446369	Estonian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9774071	Estonian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4140790	Estonian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4270797	Estonian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6246727	Estonian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2509971	Estonian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1022836	Estonian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3152281	Estonian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3980725	Faroese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5325464	Faroese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2854899	Faroese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7615810	Faroese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2335980	Faroese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2037460	Faroese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6878302	Faroese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9795937	Faroese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	8168848	Faroese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2643404	Faroese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2633126	Faroese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	2814761	Finnish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3360465	Finnish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5483056	Finnish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9003473	Finnish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	6066833	French_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1977107	French_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9994863	Galician_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	4933240	Galician_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3690038	Galician_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	8376523	German-GSD_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	586657	German-GSD_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	9153064	German-GSD_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	8896886	German-GSD_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	7351326	German-GSD_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	3009708	German-GSD_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1128291	German-GSD_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1413492	German-GSD_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	5422481	German-GSD_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
1.0	2	1.0	1	1417050	German-GSD_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap_PlusHalfDLM
