idForProcess	language	dependency	weight
5416215	Afrikaans_2.8	amod	18
5416215	Afrikaans_2.8	nummod	20
5416215	Afrikaans_2.8	advmod	22
5416215	Afrikaans_2.8	mark	24
5416215	Afrikaans_2.8	det	26
5416215	Afrikaans_2.8	HEAD	28
5416215	Afrikaans_2.8	fixed	30
5416215	Afrikaans_2.8	punct	32
5416215	Afrikaans_2.8	compound	34
5416215	Afrikaans_2.8	cop	36
5416215	Afrikaans_2.8	cc	38
5416215	Afrikaans_2.8	aux	40
5416215	Afrikaans_2.8	case	42
5416215	Afrikaans_2.8	csubj	44
5416215	Afrikaans_2.8	nsubj	46
5416215	Afrikaans_2.8	appos	48
5416215	Afrikaans_2.8	root	50
8263738	Afrikaans_2.8	appos	0
8263738	Afrikaans_2.8	nsubj	2
8263738	Afrikaans_2.8	csubj	4
8263738	Afrikaans_2.8	nummod	6
8263738	Afrikaans_2.8	compound	8
8263738	Afrikaans_2.8	aux	10
8263738	Afrikaans_2.8	cc	12
8263738	Afrikaans_2.8	fixed	14
8263738	Afrikaans_2.8	cop	16
8263738	Afrikaans_2.8	mark	18
8263738	Afrikaans_2.8	det	20
8263738	Afrikaans_2.8	HEAD	22
8263738	Afrikaans_2.8	root	24
8263738	Afrikaans_2.8	case	26
8263738	Afrikaans_2.8	advmod	28
8263738	Afrikaans_2.8	punct	30
8263738	Afrikaans_2.8	amod	32
8263738	Afrikaans_2.8	flat	34
8263738	Afrikaans_2.8	nmod	36
8263738	Afrikaans_2.8	obj	38
8263738	Afrikaans_2.8	iobj	40
8263738	Afrikaans_2.8	obl	42
8263738	Afrikaans_2.8	dep	44
8263738	Afrikaans_2.8	xcomp	46
8263738	Afrikaans_2.8	ccomp	48
8263738	Afrikaans_2.8	conj	50
9701913	Afrikaans_2.8	conj	0
9701913	Afrikaans_2.8	ccomp	2
9701913	Afrikaans_2.8	xcomp	4
9701913	Afrikaans_2.8	dep	6
9701913	Afrikaans_2.8	obl	8
9701913	Afrikaans_2.8	iobj	10
9701913	Afrikaans_2.8	obj	12
9701913	Afrikaans_2.8	nmod	14
9701913	Afrikaans_2.8	root	16
9701913	Afrikaans_2.8	flat	18
9701913	Afrikaans_2.8	amod	20
9701913	Afrikaans_2.8	punct	22
9701913	Afrikaans_2.8	nummod	24
9701913	Afrikaans_2.8	advmod	26
9701913	Afrikaans_2.8	mark	28
9701913	Afrikaans_2.8	det	30
9701913	Afrikaans_2.8	HEAD	32
9701913	Afrikaans_2.8	compound	34
9701913	Afrikaans_2.8	fixed	36
9701913	Afrikaans_2.8	cc	38
9701913	Afrikaans_2.8	cop	40
9701913	Afrikaans_2.8	aux	42
9701913	Afrikaans_2.8	csubj	44
9701913	Afrikaans_2.8	case	46
9701913	Afrikaans_2.8	nsubj	48
9701913	Afrikaans_2.8	appos	50
3967880	Afrikaans_2.8	conj	0
3967880	Afrikaans_2.8	ccomp	2
3967880	Afrikaans_2.8	xcomp	4
3967880	Afrikaans_2.8	dep	6
3967880	Afrikaans_2.8	root	8
3967880	Afrikaans_2.8	obl	10
3967880	Afrikaans_2.8	iobj	12
3967880	Afrikaans_2.8	obj	14
3967880	Afrikaans_2.8	nmod	16
3967880	Afrikaans_2.8	flat	18
3967880	Afrikaans_2.8	amod	20
3967880	Afrikaans_2.8	punct	22
3967880	Afrikaans_2.8	advmod	24
3967880	Afrikaans_2.8	case	26
3967880	Afrikaans_2.8	HEAD	28
3967880	Afrikaans_2.8	det	30
3967880	Afrikaans_2.8	cc	32
3967880	Afrikaans_2.8	cop	34
3967880	Afrikaans_2.8	compound	36
3967880	Afrikaans_2.8	appos	38
3967880	Afrikaans_2.8	mark	40
3967880	Afrikaans_2.8	aux	42
3967880	Afrikaans_2.8	nummod	44
3967880	Afrikaans_2.8	csubj	46
3967880	Afrikaans_2.8	nsubj	48
3967880	Afrikaans_2.8	fixed	50
4964141	Akkadian_2.8	ccomp	0
4964141	Akkadian_2.8	conj	2
4964141	Akkadian_2.8	parataxis	4
4964141	Akkadian_2.8	xcomp	6
4964141	Akkadian_2.8	obj	8
4964141	Akkadian_2.8	advmod	10
4964141	Akkadian_2.8	compound	12
4964141	Akkadian_2.8	cc	14
4964141	Akkadian_2.8	nummod	16
4964141	Akkadian_2.8	discourse	18
4964141	Akkadian_2.8	mark	20
4964141	Akkadian_2.8	fixed	22
4964141	Akkadian_2.8	amod	24
4964141	Akkadian_2.8	cop	26
4964141	Akkadian_2.8	HEAD	28
4964141	Akkadian_2.8	det	30
4964141	Akkadian_2.8	iobj	32
4964141	Akkadian_2.8	case	34
4964141	Akkadian_2.8	dep	36
4964141	Akkadian_2.8	root	38
4964141	Akkadian_2.8	nsubj	40
4964141	Akkadian_2.8	vocative	42
4964141	Akkadian_2.8	obl	44
4964141	Akkadian_2.8	flat	46
4964141	Akkadian_2.8	nmod	48
4964141	Akkadian_2.8	csubj	50
4964141	Akkadian_2.8	appos	52
4964141	Akkadian_2.8	advcl	54
4964141	Akkadian_2.8	acl	56
4964141	Akkadian_2.8	list	58
4156600	Akkadian_2.8	vocative	0
4156600	Akkadian_2.8	nsubj	2
4156600	Akkadian_2.8	xcomp	4
4156600	Akkadian_2.8	obj	6
4156600	Akkadian_2.8	fixed	8
4156600	Akkadian_2.8	mark	10
4156600	Akkadian_2.8	nummod	12
4156600	Akkadian_2.8	amod	14
4156600	Akkadian_2.8	cop	16
4156600	Akkadian_2.8	advmod	18
4156600	Akkadian_2.8	HEAD	20
4156600	Akkadian_2.8	discourse	22
4156600	Akkadian_2.8	cc	24
4156600	Akkadian_2.8	compound	26
4156600	Akkadian_2.8	dep	28
4156600	Akkadian_2.8	det	30
4156600	Akkadian_2.8	case	32
4156600	Akkadian_2.8	flat	34
4156600	Akkadian_2.8	obl	36
4156600	Akkadian_2.8	iobj	38
4156600	Akkadian_2.8	csubj	40
4156600	Akkadian_2.8	nmod	42
4156600	Akkadian_2.8	conj	44
4156600	Akkadian_2.8	appos	46
4156600	Akkadian_2.8	acl	48
4156600	Akkadian_2.8	root	50
4156600	Akkadian_2.8	list	52
4156600	Akkadian_2.8	advcl	54
4156600	Akkadian_2.8	parataxis	56
4156600	Akkadian_2.8	ccomp	58
431371	Akkadian_2.8	ccomp	0
431371	Akkadian_2.8	fixed	2
431371	Akkadian_2.8	conj	4
431371	Akkadian_2.8	parataxis	6
431371	Akkadian_2.8	xcomp	8
431371	Akkadian_2.8	obj	10
431371	Akkadian_2.8	discourse	12
431371	Akkadian_2.8	nummod	14
431371	Akkadian_2.8	amod	16
431371	Akkadian_2.8	advmod	18
431371	Akkadian_2.8	mark	20
431371	Akkadian_2.8	cop	22
431371	Akkadian_2.8	compound	24
431371	Akkadian_2.8	cc	26
431371	Akkadian_2.8	HEAD	28
431371	Akkadian_2.8	det	30
431371	Akkadian_2.8	case	32
431371	Akkadian_2.8	iobj	34
431371	Akkadian_2.8	dep	36
431371	Akkadian_2.8	nsubj	38
431371	Akkadian_2.8	vocative	40
431371	Akkadian_2.8	root	42
431371	Akkadian_2.8	obl	44
431371	Akkadian_2.8	csubj	46
431371	Akkadian_2.8	flat	48
431371	Akkadian_2.8	nmod	50
431371	Akkadian_2.8	appos	52
431371	Akkadian_2.8	advcl	54
431371	Akkadian_2.8	list	56
431371	Akkadian_2.8	acl	58
1641316	Akkadian_2.8	advcl	0
1641316	Akkadian_2.8	ccomp	2
1641316	Akkadian_2.8	flat	4
1641316	Akkadian_2.8	fixed	6
1641316	Akkadian_2.8	iobj	8
1641316	Akkadian_2.8	obl	10
1641316	Akkadian_2.8	dep	12
1641316	Akkadian_2.8	compound	14
1641316	Akkadian_2.8	xcomp	16
1641316	Akkadian_2.8	nummod	18
1641316	Akkadian_2.8	amod	20
1641316	Akkadian_2.8	cop	22
1641316	Akkadian_2.8	case	24
1641316	Akkadian_2.8	mark	26
1641316	Akkadian_2.8	advmod	28
1641316	Akkadian_2.8	discourse	30
1641316	Akkadian_2.8	HEAD	32
1641316	Akkadian_2.8	det	34
1641316	Akkadian_2.8	cc	36
1641316	Akkadian_2.8	csubj	38
1641316	Akkadian_2.8	root	40
1641316	Akkadian_2.8	nmod	42
1641316	Akkadian_2.8	obj	44
1641316	Akkadian_2.8	list	46
1641316	Akkadian_2.8	nsubj	48
1641316	Akkadian_2.8	vocative	50
1641316	Akkadian_2.8	conj	52
1641316	Akkadian_2.8	appos	54
1641316	Akkadian_2.8	acl	56
1641316	Akkadian_2.8	parataxis	58
2775684	Akkadian_2.8	vocative	0
2775684	Akkadian_2.8	nsubj	2
2775684	Akkadian_2.8	xcomp	4
2775684	Akkadian_2.8	obj	6
2775684	Akkadian_2.8	nummod	8
2775684	Akkadian_2.8	amod	10
2775684	Akkadian_2.8	cop	12
2775684	Akkadian_2.8	mark	14
2775684	Akkadian_2.8	HEAD	16
2775684	Akkadian_2.8	discourse	18
2775684	Akkadian_2.8	cc	20
2775684	Akkadian_2.8	det	22
2775684	Akkadian_2.8	root	24
2775684	Akkadian_2.8	case	26
2775684	Akkadian_2.8	flat	28
2775684	Akkadian_2.8	advmod	30
2775684	Akkadian_2.8	dep	32
2775684	Akkadian_2.8	compound	34
2775684	Akkadian_2.8	obl	36
2775684	Akkadian_2.8	nmod	38
2775684	Akkadian_2.8	iobj	40
2775684	Akkadian_2.8	csubj	42
2775684	Akkadian_2.8	conj	44
2775684	Akkadian_2.8	advcl	46
2775684	Akkadian_2.8	list	48
2775684	Akkadian_2.8	appos	50
2775684	Akkadian_2.8	parataxis	52
2775684	Akkadian_2.8	acl	54
2775684	Akkadian_2.8	fixed	56
2775684	Akkadian_2.8	ccomp	58
9924919	Akkadian_2.8	vocative	0
9924919	Akkadian_2.8	nsubj	2
9924919	Akkadian_2.8	xcomp	4
9924919	Akkadian_2.8	obj	6
9924919	Akkadian_2.8	mark	8
9924919	Akkadian_2.8	nummod	10
9924919	Akkadian_2.8	amod	12
9924919	Akkadian_2.8	cop	14
9924919	Akkadian_2.8	HEAD	16
9924919	Akkadian_2.8	fixed	18
9924919	Akkadian_2.8	det	20
9924919	Akkadian_2.8	cc	22
9924919	Akkadian_2.8	compound	24
9924919	Akkadian_2.8	case	26
9924919	Akkadian_2.8	discourse	28
9924919	Akkadian_2.8	flat	30
9924919	Akkadian_2.8	advmod	32
9924919	Akkadian_2.8	dep	34
9924919	Akkadian_2.8	obl	36
9924919	Akkadian_2.8	nmod	38
9924919	Akkadian_2.8	list	40
9924919	Akkadian_2.8	iobj	42
9924919	Akkadian_2.8	root	44
9924919	Akkadian_2.8	csubj	46
9924919	Akkadian_2.8	conj	48
9924919	Akkadian_2.8	advcl	50
9924919	Akkadian_2.8	appos	52
9924919	Akkadian_2.8	parataxis	54
9924919	Akkadian_2.8	ccomp	56
9924919	Akkadian_2.8	acl	58
3043553	Akkadian_2.8	advcl	0
3043553	Akkadian_2.8	iobj	2
3043553	Akkadian_2.8	nummod	4
3043553	Akkadian_2.8	obl	6
3043553	Akkadian_2.8	root	8
3043553	Akkadian_2.8	flat	10
3043553	Akkadian_2.8	dep	12
3043553	Akkadian_2.8	discourse	14
3043553	Akkadian_2.8	fixed	16
3043553	Akkadian_2.8	xcomp	18
3043553	Akkadian_2.8	amod	20
3043553	Akkadian_2.8	case	22
3043553	Akkadian_2.8	cop	24
3043553	Akkadian_2.8	mark	26
3043553	Akkadian_2.8	advmod	28
3043553	Akkadian_2.8	HEAD	30
3043553	Akkadian_2.8	det	32
3043553	Akkadian_2.8	vocative	34
3043553	Akkadian_2.8	cc	36
3043553	Akkadian_2.8	csubj	38
3043553	Akkadian_2.8	compound	40
3043553	Akkadian_2.8	nmod	42
3043553	Akkadian_2.8	obj	44
3043553	Akkadian_2.8	nsubj	46
3043553	Akkadian_2.8	parataxis	48
3043553	Akkadian_2.8	conj	50
3043553	Akkadian_2.8	list	52
3043553	Akkadian_2.8	appos	54
3043553	Akkadian_2.8	acl	56
3043553	Akkadian_2.8	ccomp	58
2413884	Akkadian_2.8	ccomp	0
2413884	Akkadian_2.8	conj	2
2413884	Akkadian_2.8	parataxis	4
2413884	Akkadian_2.8	fixed	6
2413884	Akkadian_2.8	xcomp	8
2413884	Akkadian_2.8	obj	10
2413884	Akkadian_2.8	compound	12
2413884	Akkadian_2.8	csubj	14
2413884	Akkadian_2.8	discourse	16
2413884	Akkadian_2.8	nummod	18
2413884	Akkadian_2.8	advmod	20
2413884	Akkadian_2.8	amod	22
2413884	Akkadian_2.8	cc	24
2413884	Akkadian_2.8	cop	26
2413884	Akkadian_2.8	HEAD	28
2413884	Akkadian_2.8	det	30
2413884	Akkadian_2.8	case	32
2413884	Akkadian_2.8	mark	34
2413884	Akkadian_2.8	root	36
2413884	Akkadian_2.8	iobj	38
2413884	Akkadian_2.8	flat	40
2413884	Akkadian_2.8	dep	42
2413884	Akkadian_2.8	nmod	44
2413884	Akkadian_2.8	list	46
2413884	Akkadian_2.8	appos	48
2413884	Akkadian_2.8	nsubj	50
2413884	Akkadian_2.8	obl	52
2413884	Akkadian_2.8	acl	54
2413884	Akkadian_2.8	vocative	56
2413884	Akkadian_2.8	advcl	58
9777424	Akkadian_2.8	advcl	0
9777424	Akkadian_2.8	iobj	2
9777424	Akkadian_2.8	obl	4
9777424	Akkadian_2.8	flat	6
9777424	Akkadian_2.8	discourse	8
9777424	Akkadian_2.8	dep	10
9777424	Akkadian_2.8	nummod	12
9777424	Akkadian_2.8	xcomp	14
9777424	Akkadian_2.8	amod	16
9777424	Akkadian_2.8	cop	18
9777424	Akkadian_2.8	case	20
9777424	Akkadian_2.8	mark	22
9777424	Akkadian_2.8	HEAD	24
9777424	Akkadian_2.8	cc	26
9777424	Akkadian_2.8	advmod	28
9777424	Akkadian_2.8	compound	30
9777424	Akkadian_2.8	det	32
9777424	Akkadian_2.8	csubj	34
9777424	Akkadian_2.8	nmod	36
9777424	Akkadian_2.8	obj	38
9777424	Akkadian_2.8	root	40
9777424	Akkadian_2.8	fixed	42
9777424	Akkadian_2.8	list	44
9777424	Akkadian_2.8	nsubj	46
9777424	Akkadian_2.8	vocative	48
9777424	Akkadian_2.8	parataxis	50
9777424	Akkadian_2.8	conj	52
9777424	Akkadian_2.8	appos	54
9777424	Akkadian_2.8	ccomp	56
9777424	Akkadian_2.8	acl	58
9912823	Akkadian_2.8	vocative	0
9912823	Akkadian_2.8	fixed	2
9912823	Akkadian_2.8	nsubj	4
9912823	Akkadian_2.8	xcomp	6
9912823	Akkadian_2.8	obj	8
9912823	Akkadian_2.8	nummod	10
9912823	Akkadian_2.8	mark	12
9912823	Akkadian_2.8	amod	14
9912823	Akkadian_2.8	advmod	16
9912823	Akkadian_2.8	cop	18
9912823	Akkadian_2.8	HEAD	20
9912823	Akkadian_2.8	cc	22
9912823	Akkadian_2.8	discourse	24
9912823	Akkadian_2.8	det	26
9912823	Akkadian_2.8	case	28
9912823	Akkadian_2.8	compound	30
9912823	Akkadian_2.8	flat	32
9912823	Akkadian_2.8	dep	34
9912823	Akkadian_2.8	obl	36
9912823	Akkadian_2.8	root	38
9912823	Akkadian_2.8	csubj	40
9912823	Akkadian_2.8	nmod	42
9912823	Akkadian_2.8	iobj	44
9912823	Akkadian_2.8	list	46
9912823	Akkadian_2.8	conj	48
9912823	Akkadian_2.8	advcl	50
9912823	Akkadian_2.8	appos	52
9912823	Akkadian_2.8	acl	54
9912823	Akkadian_2.8	parataxis	56
9912823	Akkadian_2.8	ccomp	58
2759065	Amharic_2.8	iobj	0
2759065	Amharic_2.8	dep	2
2759065	Amharic_2.8	parataxis	4
2759065	Amharic_2.8	cc	6
2759065	Amharic_2.8	flat	8
2759065	Amharic_2.8	nsubj	10
2759065	Amharic_2.8	discourse	12
2759065	Amharic_2.8	aux	14
2759065	Amharic_2.8	det	16
2759065	Amharic_2.8	root	18
2759065	Amharic_2.8	cop	20
2759065	Amharic_2.8	HEAD	22
2759065	Amharic_2.8	goeswith	24
2759065	Amharic_2.8	nummod	26
2759065	Amharic_2.8	fixed	28
2759065	Amharic_2.8	clf	30
2759065	Amharic_2.8	case	32
2759065	Amharic_2.8	punct	34
2759065	Amharic_2.8	expl	36
2759065	Amharic_2.8	mark	38
2759065	Amharic_2.8	advmod	40
2759065	Amharic_2.8	nmod	42
2759065	Amharic_2.8	obj	44
2759065	Amharic_2.8	obl	46
2759065	Amharic_2.8	compound	48
2759065	Amharic_2.8	xcomp	50
2759065	Amharic_2.8	amod	52
2759065	Amharic_2.8	csubj	54
2759065	Amharic_2.8	acl	56
2759065	Amharic_2.8	ccomp	58
2759065	Amharic_2.8	advcl	60
2759065	Amharic_2.8	conj	62
2132544	Amharic_2.8	advcl	0
2132544	Amharic_2.8	conj	2
2132544	Amharic_2.8	ccomp	4
2132544	Amharic_2.8	csubj	6
2132544	Amharic_2.8	compound	8
2132544	Amharic_2.8	parataxis	10
2132544	Amharic_2.8	clf	12
2132544	Amharic_2.8	acl	14
2132544	Amharic_2.8	obl	16
2132544	Amharic_2.8	root	18
2132544	Amharic_2.8	amod	20
2132544	Amharic_2.8	xcomp	22
2132544	Amharic_2.8	obj	24
2132544	Amharic_2.8	punct	26
2132544	Amharic_2.8	nmod	28
2132544	Amharic_2.8	advmod	30
2132544	Amharic_2.8	fixed	32
2132544	Amharic_2.8	aux	34
2132544	Amharic_2.8	mark	36
2132544	Amharic_2.8	case	38
2132544	Amharic_2.8	cop	40
2132544	Amharic_2.8	nummod	42
2132544	Amharic_2.8	HEAD	44
2132544	Amharic_2.8	expl	46
2132544	Amharic_2.8	discourse	48
2132544	Amharic_2.8	det	50
2132544	Amharic_2.8	goeswith	52
2132544	Amharic_2.8	nsubj	54
2132544	Amharic_2.8	cc	56
2132544	Amharic_2.8	dep	58
2132544	Amharic_2.8	iobj	60
2132544	Amharic_2.8	flat	62
2777384	Amharic_2.8	conj	0
2777384	Amharic_2.8	punct	2
2777384	Amharic_2.8	advcl	4
2777384	Amharic_2.8	csubj	6
2777384	Amharic_2.8	xcomp	8
2777384	Amharic_2.8	ccomp	10
2777384	Amharic_2.8	acl	12
2777384	Amharic_2.8	amod	14
2777384	Amharic_2.8	compound	16
2777384	Amharic_2.8	clf	18
2777384	Amharic_2.8	obl	20
2777384	Amharic_2.8	obj	22
2777384	Amharic_2.8	nmod	24
2777384	Amharic_2.8	advmod	26
2777384	Amharic_2.8	mark	28
2777384	Amharic_2.8	expl	30
2777384	Amharic_2.8	nummod	32
2777384	Amharic_2.8	fixed	34
2777384	Amharic_2.8	root	36
2777384	Amharic_2.8	case	38
2777384	Amharic_2.8	HEAD	40
2777384	Amharic_2.8	cop	42
2777384	Amharic_2.8	det	44
2777384	Amharic_2.8	aux	46
2777384	Amharic_2.8	discourse	48
2777384	Amharic_2.8	goeswith	50
2777384	Amharic_2.8	nsubj	52
2777384	Amharic_2.8	dep	54
2777384	Amharic_2.8	parataxis	56
2777384	Amharic_2.8	cc	58
2777384	Amharic_2.8	iobj	60
2777384	Amharic_2.8	flat	62
7473896	Amharic_2.8	flat	0
7473896	Amharic_2.8	acl	2
7473896	Amharic_2.8	advcl	4
7473896	Amharic_2.8	conj	6
7473896	Amharic_2.8	amod	8
7473896	Amharic_2.8	punct	10
7473896	Amharic_2.8	csubj	12
7473896	Amharic_2.8	dep	14
7473896	Amharic_2.8	ccomp	16
7473896	Amharic_2.8	xcomp	18
7473896	Amharic_2.8	compound	20
7473896	Amharic_2.8	obj	22
7473896	Amharic_2.8	nmod	24
7473896	Amharic_2.8	clf	26
7473896	Amharic_2.8	nsubj	28
7473896	Amharic_2.8	det	30
7473896	Amharic_2.8	nummod	32
7473896	Amharic_2.8	goeswith	34
7473896	Amharic_2.8	discourse	36
7473896	Amharic_2.8	mark	38
7473896	Amharic_2.8	HEAD	40
7473896	Amharic_2.8	case	42
7473896	Amharic_2.8	expl	44
7473896	Amharic_2.8	fixed	46
7473896	Amharic_2.8	root	48
7473896	Amharic_2.8	cc	50
7473896	Amharic_2.8	cop	52
7473896	Amharic_2.8	aux	54
7473896	Amharic_2.8	advmod	56
7473896	Amharic_2.8	obl	58
7473896	Amharic_2.8	iobj	60
7473896	Amharic_2.8	parataxis	62
8393864	Amharic_2.8	root	0
8393864	Amharic_2.8	conj	2
8393864	Amharic_2.8	dep	4
8393864	Amharic_2.8	clf	6
8393864	Amharic_2.8	advcl	8
8393864	Amharic_2.8	csubj	10
8393864	Amharic_2.8	ccomp	12
8393864	Amharic_2.8	flat	14
8393864	Amharic_2.8	acl	16
8393864	Amharic_2.8	amod	18
8393864	Amharic_2.8	xcomp	20
8393864	Amharic_2.8	compound	22
8393864	Amharic_2.8	nummod	24
8393864	Amharic_2.8	punct	26
8393864	Amharic_2.8	obl	28
8393864	Amharic_2.8	obj	30
8393864	Amharic_2.8	nmod	32
8393864	Amharic_2.8	nsubj	34
8393864	Amharic_2.8	mark	36
8393864	Amharic_2.8	det	38
8393864	Amharic_2.8	case	40
8393864	Amharic_2.8	HEAD	42
8393864	Amharic_2.8	expl	44
8393864	Amharic_2.8	aux	46
8393864	Amharic_2.8	discourse	48
